articleId,cleaned_statement,label
8705,affordable care sense waive suspend talk problem health care easy forget corner health insurance policy affect guilty news sunday say waive suspend obama major course correction delay employer mandate year allow individual deal cancel plan insurance fail meet minimum standard change context look number people affect precise data miss combine impact range million american ledger million young adult gain access coverage million people subject individual mandate million benefit requirement health insurance company spend premium care,barely-true
10683,election november percent american people choose vote percent young people percent income worker choose vote sander say election november percent american people choose vote percent young people percent income worker choose vote sander loose number word point rate vote american especially younger poorer american high,half-true
620,mccain oppose requirement government american motorcycle say american provision quote disgraceful firmly object america restriction represent gross example protectionist trade policy add furthermore fiscal conservative want ensure government get best deal taxpayer american restriction guarantee mccain campaign respond obama charge past word,true
3863,kind fellow democrat go spend spree credit card maxed outand debt result cut spend measure democrat republican support measure,barely-true
12372,water rate manila philippine raise percent subsidiary world bank partial owner moore say international finance corporation owner manila water rate rise percent source cite moore staff undermine number international finance corporation buy stake rate rise percent moore incorrectly figure apply period craft plan privatization place party know important capital investment follow rate moore wrongly peg rate increase date ifc equity position development corporation play role start,half-true
12385,people leave puerto rico year rule say people leave puerto rico year appear close airline data suggest people depart puerto rico unite state enter thats perfect estimate measure migration population trend suggest puerto rico experience surge migration resident leave better job prospect unite state,mostly-true
10173,woman make adjust inflation john kitzhaber elect governor didnt word change final result richardson campaign regardless information provide hold data federal agency state employment department gender today wage adjust inflation kitzhaber elect,false
9867,unite state highest corporate rate free world bolling say unite state highest corporate rate free world refer statutory rate mean rate deduction score right unite state highest statutory rate develop country unite state corporate rate doesnt appear highest deduction exclusion take account bolling correct valid definition,mostly-true
12408,best year auto industry america history clinton say best year auto industry america history,mostly-true
2673,say scott walker favor cut family child health care walker change course muddier position greater wisconsin continue cite number add important qualifier walker position unclear focus rein badgercare enrollment number remain see,half-true
7057,say mitt romney want plan parenthood plan parenthood action fund say romney want plan parenthood directly contradict romney say want federal fund plan parenthood abolish organization staff reaffirm position there question federal fund significant blow organization operation potentially chop percent percent budget exaggeration romney organization update story appear plan parenthood provide additional statistic medicaid patient service,barely-true
10215,dont know jonathan gruber pelosi say know jonathan gruber,false
12517,hate crime american muslim mosque triple paris bernardino clinton say hate crime american muslim mosque triple paris bernardino calculation director academic center number triple attack worth note data remain elevate level long reasonable interpretation clinton say,mostly-true
3910,rick perry lose election remain person texas governorship time landslide election jillson say term perry landslide say governor percent amount comeuppance percent voter choose different aspirant perry texas governor election thrice win bona fide landslide third landslide status debatable,half-true
11092,isi supporter tweet shoot begin chattanooga tenn geller update original post little stuff rumor,false
12163,youth unemployment minority community percent define city suburb township minority community matter debate worth note fergusons youth unemployed peer louis significantly unemployed average white black year old country ferguson community question kinder cite rate percent percent youth unemployment minority community ferguson kinders estimate,mostly-true
13237,say paul ryan endorse trump york time news say ryan respond criticism support trump emphasize withdraw endorsement rat clinton say ryan endorse trump,true
5383,look state right work constantly budget deficit good business climate generally rank right work state higher union state consider factor include policy account better rank update politifactri twitter,barely-true
9727,obama administration go come month youre go able burn coal limitedly exist plant capito say obama go come month go able burn coal limitedly exist plant proposal capito refer plan carbon emission exist power plant rule prohibit current facility burn coal capitos spokeswoman say rule mean plant close facility close decade plant schedule retire factor state power company option continue utilize coal energy expert say expect coal remain national portfolio year come,false
8239,business tax today percent business dont business scott say percent business business general point tenure cut sort tax state data tax show percent business dont corporate income exemption scott include small business calculation omit exempt pay take office,mostly-true
10121,say mark pryor vote obama percent time cotton say pryor vote obama percent time obama president pryor vote line president position percent time percent basically percent average accord best rat disposal pryor doesnt vote democratic party presidential support vote lower senate democrat cotton number target base data pryor oppose obama issue,mostly-true
7550,federal government think authority regulate toilet seat cruz rail modern interpretation commerce clause amendment constitution say federal government think authority regulate toilet seat,true
9018,austin city basically double size year find leffingwell say austin city basically double size year find,true
1038,nuclear test conduct nation time earth nuclear test permanent member security council conduct percent total nuclear test mean percent test permanent member security council say right sublette say figure cite north korea test incline quibble fraction percent,true
2940,case catastrophic event atlanta area office center disease control prevention self destruct please reassure neighbor need install flame proof side say emergency plan involve blow campus plus report case emergency generator failure coincide subnuclear explosion,pants-fire
8492,president george bush add trillion debt president obama weve add trillion debt ayotte say country add trillion national debt obama take office trillion bush measure total debt shes correct count,true
5352,say supreme court justice suggest case decide base south african rubio mention female supreme court judge conclude appellate lawyer need brush south african case apparently go decide go forward rubio imply justice ginsburg favor south african constitution case decide base south african rubio poke distort suggest legal matter decide base south african ginsburg give advice country draft constitution suggest example write recently constitution didnt constitution explain write time slavery legal woman didnt equal right fact ginsburgalso heap lot praise constitution,false
12027,say marco rubio skip defense vote include kurd fight isi cruz say marco rubio skip defense vote include kurd fight isi omit rubio vote overall pass senate majority skip vote amendment procedural relate vote pass senate omit cruz vote,half-true
5210,david cicilline responsible federal loan guarantee solyndra fail solar companythe legislation stimulus package approve give away american recovery reinvestment cicilline take office january month passage enact loan guarantee program benefit solyndra national republican congressional committee right stimulus boondoggle fair cicilline support stimulus take office lindsay say cicilline responsible irresponsible investment lindsay national republican congressional committee simply overheat rhetoric thats understatement update politifactri twitter,pants-fire
7993,say ohio budget item later sign john kasich require woman seek abortion undergo mandatory vaginal probe kasich election year surprise democrat eager debate draw contrast governor debate type ultrasound regulation require maddow read language closely see mandate external detection method,pants-fire
1926,director homeland security term terrorist attack instead substitute disaster week american hotel target bomb jakarta kill people injure american recently napolitano tell sport utility vehicle hold bomb york time square incident treat potential terrorist attack friday matthew chandler spokesman homeland security department say secretary speak publicly terrorism include speech minute american constitution society patterson say friday napolitanos continue disaster prof point essence charge convention secretary wont terrorist attack news account congressional testimony speech prove,false
11418,african american youth unemployment percent hispanic youth unemployment percent debate sander say african american youth unemployment percent hispanic youth unemployment percent point african american hispanic youth significantly worse prospect market white number standard method determine jobless rate figure african american youth percent hispanic youth percent rate high nearly high sander say,half-true
7990,obamacare provide insurance resident illegally chain email say obamacare provide insurance resident illegally actually cite proposal didnt pas doesnt matter affordable care provide health insurance live unite state illegally resident live mexico france mar,pants-fire
3652,president barack obama take exactly deficit reduction commission idea boehner offer measure assessment fair point difference obamas fiscal approach outline commission president certainly go embrace recommendation panel commission embrace wide variety bluntly boehner obama take exactly deficit reduction commission idea simply correct degree commission recommendation sprinkle obamas budget proposal recognizable identical form,false
12848,barack obama hillary clinton change rule engagement probably cost capt humayun khan life pierson say barack obama hillary clinton change rule engagement probably cost capt rule engagement today khan able deadly force defend importantly khan die year obama president clinton secretary state update fact check update include pierson comment,pants-fire
13503,hillary clinton sponsor legislation jail flag burner online site townhall say hillary clinton sponsor legislation jail flag burner clinton sponsor republican back similar legislation past court rule flag burn legally protect,true
4930,say paperback edition mitt romneys book delete line massachusetts individual mandate model countryperry right romney comment health care edit edition thing line advocate massachusetts model strong option state replace shorter generic sentence line precede argument state level solution exactly argument romney extend perry characterize bet,barely-true
13210,maggie hassan raise tuition make highest america national senatorial committee say maggie hassan raise tuition make highest america starter state tuition hampshire year college highest america year hassan take office hassans role governor budget craft give university money freeze tuition accord usnh leader didnt additionally state budget dictate tuition rate board trustee addition republican control legislature par hassan offer budget proposal,barely-true
8187,say terry mcauliffe person invent scheme rent lincoln bedroom cuccinelli attack mcauliffes ethic say democrat person invent scheme rent lincoln bedroom mcauliffe author memo early list way clinton connect democratic patron original note mention white house sleepover idea later add handwrite mcauliffe deny come scheme clinton take responsibility idea doubt mcauliffe strongly back sleepover recommend heavy hitter offer night lincoln bedroom,false
12758,create job unemployment rate half today york state private sector job historyduring press brief ontario county cuomo tell group reporter job create unemployment rate fell half state private sector job,true
10693,town west texas water truck water miller say town west texas water recent year town texas occasionally well water plant need miller name town water late identify,barely-true
13077,georgia woman earn cent dollar earn democratic senate candidate barksdale woman georgia earn cent dollar earn statement miss substantial context need fully grasp complex issue ask clarification barksdale campaign issue statement veer equal equal work argument study statement attempt address,half-true
3283,federal verify employee authorize work inaccurate percent excess percent time suggestion error rate range percent high verify worst error rate illegal worker high raynor suggest worker shrink percent,half-true
12981,go build wall long like environmental impact statement trump say go build wall long like environmental impact statement secure fence call construction additional mile fence mexico border environmental concern relate construction secretary homeland security waive require environmental review order proceed construction trump statement suggest wall barrier build inability environmental impact statement,barely-true
812,obama campaign announce choose cabinet obama announce choose cabinet happen usual transition plan occur presidential campaign final day election,false
7548,percent latino texas register vote percent actually turn battleground texas advocate say percent latino texas register vote percent actually turn research root federal survey analysis start state vote roll support figure estimate start texas study suggest larger share vote latino citizen register smaller share vote fodder push improve participation,mostly-true
6000,percent public high school country offer class official federal data percent high school require percent obama cite,false
321,say republican candidate actually turn government economy huckabee investment higher tax better service good turnaround category giuliani list keep mind economic circumstance chief executive face different giuliani match romney corporate turnaround business giuliani view constitute turnaround consider giuliani clearly clear accomplishment come government turnaround,mostly-true
1779,military recruiter harvard elena kagan take position supreme court rule unanimously wrong justice samuel alito participate seat court oral argument court reject argument forward school include fair brief file harvard professor justice vote oppose school argument,true
1833,public school teacher texas teacher public school recent data available agency show increase ratio teacher teacher sullivan online action justice state actual school worker majority teacher administrator paper shuffler people work directly student include counselor librarian therapist driver,mostly-true
8584,mayor cicilline providence sanctuary city john depetro say mayor david cicilline providence sanctuary city legal definition sanctuary city year cicilline mayor providence take measure adopt city identify label update politifactri twitter,false
10829,transgender individual chance murder coleman tell colleague transgender individual chance murder judge transgender individual risk attack click politifact rat select fact check update april revise article hear brown story include analysis estimate come,pants-fire
6612,bain capital help start early childhood learn company call bright horizon lady michelle obama rightly praise romney say lady praise bright horizon excite launch initiative include child care provider call let partner important favorable comment company,true
12056,say rush stage dayton ohio chatter isi isi social medium post trump say thomas dimassimo rush dayton ohio chatter isi isi social medium post lot offend people dimassimos social medium post doesnt appear legitimate connection dimassimo isi link trump tweet hoax effort troll dimassimo unlikely isi tie arrest threaten presidential candidate live television quickly release custody pending trial police report arrest make mention isi islamic terrorism update march interview march dimassimo vehemently deny belong isi tell video doctor provide link say original footage protest participate year sharethefacts font family roboto helvetica sans serif color rgba font weight margin margin pad background color pad pad display block margin auto margin auto background color ffffff width height auto width width shadow rgba rgba rgba position relative sharethefacts sharethefacts header height margin border width border color silver border style solid margin font size color rgba sharethefacts sharethefacts display inline block float leave sharethefacts sharethefacts display inline block float leave pad pad right width height sharethefacts sharethefacts speaker float leave pad width sharethefacts sharethefacts speaker sharethefacts speaker font weight font size pad sharethefacts sharethefacts speaker sharethefacts speaker title color rgba font size sharethefacts sharethefacts rat pad leave float right width height auto display inline height sharethefacts sharethefacts rat width pad sharethefacts display inline block font weight font size line height webkit margin webkit margin webkit margin start webkit margin sharethefacts sharethefacts statement margin width display block font size line height sharethefacts sharethefacts dateline font size color rgba font weight margin sharethefacts border border leave border right border border style solid border color pad pad sharethefacts sharethefacts link display block pad sharethefacts webkit link color text decoration cursor pointer sharethefacts sharethefacts link margin right font size text transform uppercase color text decoration font weight sharethefacts sharethefacts link hover cursor pointer sharethefacts hover cursor pointer text decoration sharethefacts pad leave display block pad pad sharethefacts display inline margin right font size text transform uppercase color text decoration font weight cursor pointer sharethefacts font size text transform uppercase color text decoration font weight sharethefacts visit color sharethefacts sharethefacts menu sharethefacts share display margin sharethefacts sharethefacts menu sharethefacts share sharethefacts share button display inline block height width border radius position relative sharethefacts sharethefacts menu sharethefacts share sharethefacts share button sharethefacts share label position absolute leave transform translate font size color white sharethefacts sharethefacts menu sharethefacts share sharethefacts share button sharethefacts share label webkit link color white sharethefacts sharethefacts menu sharethefacts share sharethefacts share button sharethefacts share label color white sharethefacts sharethefacts menu sharethefacts share sharethefacts facebook background color sharethefacts sharethefacts menu sharethefacts share sharethefacts twitter background color sharethefacts sharethefacts menu sharethefacts share sharethefacts google plus background color sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button display inline block height width background ffffff shadow rgba rgba border radius font weight font size color letter space line height position relative margin leave sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button sharethefacts embed label position absolute leave transform translate sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button sharethefacts embed label text decoration sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button sharethefacts embed label visit color sharethefacts sharethefacts share sharethefacts embed_box display height margin width sharethefacts sharethefacts menu color rgba text transform cursor default display inline sharethefacts sharethefacts menu span margin right sharethefacts sharethefacts menu width display webkit flex display flex sharethefacts sharethefacts menu dropit submenu pad width sharethefacts sharethefacts menu dropit submenu font size line height pad sharethefacts medium screen width sharethefacts width medium screen width sharethefacts sharethefacts rat pad leave float right width height auto display inline sharethefacts sharethefacts pad sharethefacts sharethefacts statement clear leave sharethefacts sharethefacts speaker float width sharethefacts sharethefacts speaker sharethefacts speaker font size medium screen width sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button margin margin leave width sharethefacts sharethefacts pad sharethefacts sharethefacts speaker float sharethefacts sharethefacts speaker sharethefacts speaker font size medium screen width sharethefacts pad display block margin auto margin auto background color ffffff width height auto width width shadow rgba rgba rgba position relative sharethefacts sharethefacts rat pad leave float right width height auto display inline sharethefacts sharethefacts float leave sharethefacts sharethefacts float leave sharethefacts sharethefacts speaker sharethefacts speaker title font size sharethefacts sharethefacts statement font size line height share fact donald candidate say rush stage dayton ohio chatter isi isi social medium post,false
6161,phil gingrey give government power electronically american warrant raise legitimate criticism cispa bill protection average american safe hall oates private eye opitzs statement raise real issue overstate point context,barely-true
2526,alex sink funnel quarter million dollar contract bank america step time statewide elect official agree change process sell state bond ultimately result pay commission fee bank america merrill lynch second idea approve bond sale process call negotiate sale bank america merrill lynch receive come month later negotiation bond underwriter division bond finance quarter million dollar money question right total commission pay bank america newly acquire merrill lynch unit colleague factcheck instance say contract issue contract state hold company bond underwriter general specifically bond sale thirty company respond ultimately choose competitive bid million lottery revenue bond issue state negotiate deal company contract setup specifically prevent open competition produce lower rate question iswhether bid specific bond issue bank america fee actually pay bank america merrill lynch bank america acquire critical note bank america interest represent member state bond underwrite team sink idea approve slate underwriter specific role bank play specific bond sale approve million lottery bond issue clear sale bond competitive negotiate process resolution approve include option bond issue lottery revenue general revenue mean buy lottery ticket pay bond sale bank commission transaction result fee subsidiary bank newly acquire merrill lynch unit statement accurate properly note negotiate bond sale process result fee bank america merrill lynch try money directly sink scott nearly careful sink funnel bank america vote cabinet approve particular type bond issue question republican charlie bronson mccollum republican charlie crist second know commission bank america merrill lynch receive bond sale approve deal detail come month later negotiation state bond administrator bank,barely-true
3786,population growth virginia zero creation mcdonnell governor economist governor little control economic condition virginia consistently lowest unemployment rate nation century point aside mcdonnell bill create governor mcauliffe accurately summarize statistic employment virginia mcdonnells term,true
6697,obama home value florida collapse construction job lose state high foreclosure rate trend begin obama elect analyst drive natural inevitable market correction government policy draw cause effect relationship cause obamas presidency effect sour house market worth note decline home value happen bush watch year florida house begin appreciate homeowner florida watch property value sink neighbor house abandon foreclosure know didnt start obama walk white house theyre year seven grim reality,barely-true
1738,arizona immigration say police officer stop appear reasonably suspicious undocumented person stephen yale loehr adjunct professor cornell university agree recipe confusion say think close read view expert contact allow draw conclusion gutierrez statement say police officer stop appear reasonably suspicious undocumented person fairly accurate entirely appear provide significant latitude enforcement officer arizona question people immigration status pretext basic break taillight say grind base race ethnicity,mostly-true
7425,time history debt higher world hard dollar close current trillion debt larger point history debt ratio tell different story current ratio percent nation highest cote note way percent level reach world cote unspecific compare today debt exact world august follow note debt remain higher year today,mostly-true
10039,cost health care single biggest factor drive federal budget deficit obama saidthe cost health care single biggest factor drive federal budget deficit recently lower projection long term deficit specifically cite health care cost main reason affordable care necessarily primary cause calculation say projection lower year health care spend rise short term add deficit,mostly-true
2166,recession consumer native perversity begin save save rate percent surface fact tend support broad version paradox thrift jump household save rate harmful economic growth short acknowledge difference opinion economist view impact save rate growth recession core factual assertion save rate climb recession correct,true
1978,supreme court nominee forthcoming confirmation hear think important question difficult question election contest arguably political branch resolve happen court involve hard think important question democratic maybe tougher rule statement kagan walk previous position supreme court nominee comment nomination hear indicate answer question previously say permissible desirable,false
3005,say homeless veteran census bureau statistic extrapolate percentage male veteran percent mcghee come figure homeless male veteran slightly total number adult homeless people calculate january night survey,barely-true
9165,say charlie crist support cut medicare advantage program republican party florida say crist support cut medicare advantage program crist flip flop issue include federal health care oppose affordable care support try bring future health care cost reduce medicare advantage payment issue medicare advantage crist actually consistent critical medicare advantage cut year specifically say oppose reduction oppose today crist doesnt appear come way save money health care reduce payment medicare advantage,false
2109,think unacceptable chinese today larger wind power solar panel photovoltaic manufacture europe forget unite state china add renewable power capacity country world accord worldwatch institute ferre point manufacture sentinel editorial board statement china larger europe unite state manufacture wind solar power equipment correct photovoltaics wind,half-true
10053,say scott brown sponsor legislation employer deny woman coverage birth control shaheen say brown sponsor legislation employer deny woman coverage birth control amendment brown support write loosely allow religious conscience birth control issue longstanding policy debate religious moral grind,true
9613,point life woman birth control serf skew number point make rat happ say point life woman birth control clear argue contraception widespread important woman risk get pregnant,half-true
3146,past year egypt great stride political democratic reform meaningful political space rule little support ambassador statement egypt road economic political democratic reform year achieve great stride regard thing improve particularly area press freedom hardly great stride fact government continue arrest journalist police brutality widespread rule party maintain firm control,false
8755,attention pay week chris christie make coverage benghazi pale significance rove say coverage christie pale significance coverage benghazi news attack benghazi break coverage widespread continue congressional hear coverage question administration narrative response attack christie occupy conversation relatively slow news week benghazi garner significant coverage height presidential election outcome report didnt unearth conspiracy conservative allege hop likely come republican continue news insinuate mainstream medium ignore attack put christie ringer go,false
9989,say steve southerland vote shutdown go graham say southerland vote shutdown go refer vote southerlandcast bipartisan senate fund government end shutdown time reach house floor clear lawmaker vote effectively decide shutdown republican join southerland vote shutdown continue regardless southerlands personal feel shutdown graham focus attack vote vote clear end shutdown,true
2044,rick perry texas import nurse country center say meet demand register nurse number graduate need triple level people graduate texas nurse school turn away qualify applicant primarily school lack sufficient faculty center report upshot white correct texas import nurse abroad imply perry blame disregard governor effort address shortage exist governor persist despite effort state produce texas train nurse,half-true
11657,federal criminal say crime transport denture state line statement promote repeal consider unnecessary law congressman didnt mention,mostly-true
11131,build prison day mass incarceration explosion nonviolent offender booker say build prison day mass incarceration explosion nonviolent offender booker right prison build day period significant rise incarceration rate nonviolent offender take place longer time period post indicate,mostly-true
767,mccain plan provide virtually middle class generous exemption dependent lower rate income level reduce eliminate taxpayer exposure,barely-true
10263,austin burden fastest grow increase major city nation skaggs say austin fastest grow increase major city nation largest city austin appear fastest growth property bite median value home reasonable speculate local taxpayer feel pinch skaggs didnt provide sign austin rank growth country major city,false
1969,phoenix arizona kidnap capital world fact expert advise rank base available information speculate city prove kidnap arizona capital confirm phoenix,false
10386,belong perry say member perry member screen actor guild,true
2020,insurance commissioner squat health care word squat diddly squat,mostly-true
4264,say poll republican candidate beat barack obama texas point june poll tell romney perform better texas republican obama contrary statement republican best candidate poll margin error romney hardly republican state democratic presidential nominee carry texas,half-true
6359,president ronald reagan send troop conflict circumstance grenada peacekeeping set lebanon romney say stay conflict set reagan grenada romney lebanon separate category peacekeeping set record show multiple military engagement large loss life lebanon reagan wary actual troop stick romney suggest romney think long term deployment speak american soldier place conflict set place,barely-true
8931,say david jolly support privatize social security democrat jolly support privatize social security paraphrase statement private account table discuss future reform point fact jolly meet ryan discus program jolly say clear stand social security dont think apparent say private account option doesnt denote advocacy willingness explore option option jolly favor isnt clear set kind benefit guarantee people qualify social security currently receive payment say private account list potential fix consider democrat attempt sound like percent idea dont offer proof paraphrase statement,barely-true
9213,know population growth lowest great depression sarvis say population growth lowest level great depression,true
7599,average student florida actually pocket major university tuition spend cellphone weatherford defend tuition hike leader state university say student spend cellphone actually pocket major university tuition point accurate compare average pocket cost school average cellphone caveat remember talk tuition cost involve student degree cash pay family comprise majority comparison little student pay tuition average cellphone spend tuition depend university florida public university student receive merit need base financial tuition fee,mostly-true
7258,american die gunfire die war country history,true
7128,foreclosure effect mean high face foreclosure million family modify mortgage short sale lender national association realtor write million american face hefty congress extend possible mortgage forgiveness debt relief isnt extend realtor estimate impact quarter transaction target percentage home foreclosure short sale association action additional debt borrower write,mostly-true
5667,florida department agriculture website permit carry load hide leave house gross president brady campaign prevent violence say florida department agriculture website people permit carry load hide leave house fingerprint require application process gross distinction statement think overall message clear try convey easy permit home require people receive firearm train fingerprint enforcement element typically require people leave home,false
4170,atlanta streetcar expect create job construction total job year fact estimate job construct line plus job year longer streetcar expert think remain job produce material need build line product worker purchase earn employee business streetcar bring surround neighborhood mean federal transit administration announce streetcar project create estimate job construction total year give misleadingly high impression actual position need construct public official exaggerate number job create project poiltifact georgia turn heat,pants-fire
10072,raise minimum wage hour help lift million american poverty grime say raise minimum wage hour lift million american poverty report site actually put figure slightly million grime campaign later say misspoke check candidate tell voter time stat grime actually say close ball,mostly-true
10624,say secretary state john kerry senator fly managua communist dictator daniel ortega accuse reagan administration engage terrorism mcconnell say secretary state john kerry senator fly managua communist dictator daniel ortega accuse reagan administration engage terrorism arent compare kerrys nicaraguan visit recent republican senator letter iran leadership,mostly-true
13142,nato open major terror division sure go credit largely say criticism nato trump say nato open major terror division sure go credit largely say criticism nato change apparently refer creation senior post division coordinate intelligence share recent incremental change alliance handle counter terrorism topic address way small year expert say change typically require longer gestation period member nation board,false
338,obama percent prochoice rat plan parenthood action fund similarly give obama perfect score congressional scorecard earn percent record vote year state senator accord sutherland president illinois plan parenthood council neutral presidential race group endorse candidate vote favor abortion right say,true
7848,gina raimondo take office investment fee state pension portfolio go million annually million frank caprio say gina raimondo take office investment fee state pension portfolio go million annually million state record blush number million million money close clear caprio give complete account expense fiscal,half-true
2820,federal debt grow billion upshot think reasonable pause perry research team land march time estimate government record trillion debt fiscal year break billion note figure ratchet persuade case pay closer attention shift ratio debt regardless perry calculation target,true
4456,president barack obamas job state longer teacher firefighter police officer specify bulk money job administrative cost,half-true
7796,teacher teacher today year virginia data solely focus teacher best statistic available state instructional staff include teacher librarian guidance counselor technology instructor school year older teach corp move retirement close speed mcauliffe describe,false
7467,third wisconsinite receive unemployment check require search work current work search exemption rat walker say third wisconsinite receive unemployment check require search work current work search exemption statement accurate need additional information vast majority unemployment insurance recipient arent require look work expect work relatively soon job lay,mostly-true
8654,president obamas health care reform premium average plan family didnt year go year obamacare help raise keep premium remain largely unknown rat johnson say obamas health care premium average plan family year go year johnson correct year affordable care total average premium employer provide family insurance rise year,half-true
9492,investigate liberal group group progressive basically look everybody brazile say look everybody include liberal group progressive group progressive group exempt status application flag review nonprofit group engage political activity wasnt degree party conservative group result action list target party group result delay process case last year inquiry donor inspector general party group systematically single office wide effort progressive group,half-true
6895,say obama promise unemployment percent ryan say obama administration promise unemployment percent council economic adviser predict stimulus hold level,barely-true
10423,economy create job fastest pace obama say economy create job fastest pace current job recovery isnt perfect obama correct fastest,true
6767,president obama decide meet prime minister benjamin netanyahu york hasner say president obama decide meet prime minister benjamin netanyahu york obama york monday tuesday wednesday jewish holiday kippur netanyahu york thursday friday obama campaign virginia thursday schedule friday release meet netanyahu didnt obamas schedule president unite state determine schedule white house confirm schedule conflict prevent meet refusal meet netanyahu york level decision,mostly-true
11043,majority state marry freely fire love mean state majority explicit law protect worker discrimination base sexual orientation rat pocan say majority state marry freely fire love federal explicitly protect discrimination agency task enforce interpret federal protection include sexual orientation state law,mostly-true
4357,oregon rep peter defazio earl blumenauer socialist openly serve congress misinformation smear campaign political life,pants-fire
162,rudy giuliani probably underqualified george bush seek presidency year attorney york prosecute figure wall street titan contrast biden fellow democrat john edward year experience senate barack obama senate illinois senate biden rhetoric back fact ignore giuliani considerable experience attorney mayor nation largest city,pants-fire
10768,half president governor half senator cruz say half president governor half senator governor good late comprise percent president percent senator overlook cruz president click politifact rat select fact check update april amend headline close line fact check clarify check precisely cruz say,false
12593,britain vote leave european union hour american lose billion britain vote leave european union hour american lose billion clinton say expert tell clinton calculation reasonable approximation loss asset amid market turmoil follow brexit vote say loss likely impermanent account long term investment design withstand brief shock like,mostly-true
