articleId,cleaned_statement,label
8705,affordable care sense waived suspended talk problem health care easy forget corner health insurance policy affect guilty news sunday said waived suspended obama major course correction delayed employer mandate year allowed individual dealing canceled plan insurance fails meet minimum standard change context look number people affect precise data missing combined impact range million american ledger million young adult gained access coverage million people subject individual mandate million benefited requirement health insurance company spend premium care,barely-true
10683,election november percent american people chose vote percent young people percent income worker chose vote sander said election november percent american people chose vote percent young people percent income worker chose vote sander loose number wording point rate voting american especially younger poorer american high,half-true
620,mccain opposed requirement government american motorcycle said american provision quote disgraceful firmly object america restriction represent gross example protectionist trade policy added furthermore fiscal conservative want ensure government get best deal taxpayer american restriction guaranteed mccain campaign respond obama charge past word,true
3863,kind fellow democrat went spending spree credit card maxed outand debt result cut spending measure democrat republican supported measure,barely-true
12372,water rate manila philippine raised percent subsidiary world bank partial owner moore said international finance corporation owner manila water rate rose percent source cited moore staff undermines number international finance corporation bought stake rate rose percent moore incorrectly figure apply period crafted plan privatization place party knew important capital investment follow rate moore wrongly pegged rate increase date ifc equity position development corporation played role start,half-true
12385,people left puerto rico year ruling said people left puerto rico year appears close airline data suggests people departed puerto rico united state entered thats perfect estimate measure migration population trend suggest puerto rico experiencing surge migration resident leave better job prospect united state,mostly-true
10173,woman making adjust inflation john kitzhaber elected governor didnt word change final result richardson campaign regardless information provided hold data federal agency state employment department gender today wage adjusted inflation kitzhaber elected,false
9867,united state highest corporate rate free world bolling said united state highest corporate rate free world referring statutory rate meaning rate deduction score right united state highest statutory rate developed country united state corporate rate doesnt appear highest deduction exclusion taken account bolling correct valid definition,mostly-true
12408,best year auto industry america history clinton said best year auto industry america history,mostly-true
2673,say scott walker favor cutting family child health care walker changed course muddier position greater wisconsin continued cite number add important qualifier walker position unclear focus reining badgercare enrollment number remains seen,half-true
7057,say mitt romney want planned parenthood planned parenthood action fund said romney want planned parenthood directly contradicts romney said want federal funding planned parenthood abolish organization staff reaffirmed position there question federal funding significant blow organization operation potentially chopping percent percent budget exaggeration romney organization update story appeared planned parenthood provided additional statistic medicaid patient service,barely-true
10215,dont know jonathan gruber pelosi said know jonathan gruber,false
12517,hate crime american muslim mosque tripled paris bernardino clinton said hate crime american muslim mosque tripled paris bernardino calculation director academic center number triple attack worth noting data remained elevated level long reasonable interpretation clinton said,mostly-true
3910,rick perry lost election remains person texas governorship time landslide election jillson said term perry landslide said governor percent amounted comeuppance percent voter chose different aspirant perry texas governor election thrice win bona fide landslide third landslide status debatable,half-true
11092,isi supporter tweeted shooting began chattanooga tenn geller updated original post little stuff rumor,false
12163,youth unemployment minority community percent defining city suburb township minority community matter debate worth noting fergusons youth unemployed peer louis significantly unemployed average white black year old country ferguson community question kinder cited rate percent percent youth unemployment minority community ferguson kinders estimate,mostly-true
13237,say paul ryan endorsing trump york time news said ryan responded criticism supporting trump emphasizing withdrawing endorsement rating clinton say ryan endorsing trump,true
5383,look state right work constantly budget deficit good business climate generally rank right work state higher union state considered factor including policy account better ranking update politifactri twitter,barely-true
9727,obama administration going come month youre going able burn coal limitedly existing plant capito said obama going come month going able burn coal limitedly existing plant proposal capito referring plan carbon emission existing power plant rule prohibit current facility burning coal capitos spokeswoman said rule mean plant close facility close decade plant scheduled retired factor state power company option continue utilize coal energy expert said expect coal remain national portfolio year come,false
8239,business tax today percent business dont business scott said percent business business general point tenure cutting sort tax state data tax show percent business dont corporate income exemption scott including small business calculation omitting exempt paying took office,mostly-true
10121,say mark pryor vote obama percent time cotton said pryor vote obama percent time obama president pryor voted line president position percent time percent basically percent average according best rating disposal pryor doesnt vote democratic party presidential support vote lower senate democrat cotton number target based data pryor opposed obama issue,mostly-true
7550,federal government think authority regulate toilet seat cruz railing modern interpretation commerce clause amendment constitution said federal government think authority regulate toilet seat,true
9018,austin city basically doubled size year founded leffingwell said austin city basically doubled size year founded,true
1038,nuclear test conducted nation time earth nuclear test permanent member security council conducted percent total nuclear test mean percent test permanent member security council said right sublette said figure cited north korea test inclined quibble fraction percent,true
2940,case catastrophic event atlanta area office center disease control prevention self destruct pleased reassure neighbor need install flame proof siding said emergency plan involve blowing campus plus reported case emergency generator failure coincide subnuclear explosion,pants-fire
8492,president george bush added trillion debt president obama weve added trillion debt ayotte said country added trillion national debt obama took office trillion bush measuring total debt shes correct count,true
5352,say supreme court justice suggested case decided based south african rubio mentioned female supreme court judge concluded appellate lawyer need brush south african case apparently going decided going forward rubio implying justice ginsburg favored south african constitution case decided based south african rubio poked distorting suggested legal matter decided based south african ginsburg giving advice country draft constitution suggested example written recently constitution didnt constitution explained written time slavery legal woman didnt equal right fact ginsburgalso heaped lot praise constitution,false
12027,say marco rubio skipped defense vote including kurd fight isi cruz said marco rubio skipped defense vote including kurd fight isi omits rubio voted overall passed senate majority skipped vote amendment procedural related vote passed senate omits cruz voted,half-true
5210,david cicilline responsible federal loan guarantee solyndra failed solar companythe legislation stimulus package approved give away american recovery reinvestment cicilline took office january month passage enacting loan guarantee program benefited solyndra national republican congressional committee right stimulus boondoggle fair cicilline supported stimulus taking office lindsay said cicilline responsible irresponsible investment lindsay national republican congressional committee simply overheated rhetoric thats understatement update politifactri twitter,pants-fire
7993,say ohio budget item later signed john kasich requires woman seeking abortion undergo mandatory vaginal probe kasich election year surprise democrat eager debate draw contrast governor debate type ultrasound regulation require maddow read language closely seen mandate external detection method,pants-fire
1926,director homeland security term terrorist attack instead substitute disaster week american hotel target bombing jakarta killed people injured american recently napolitano told sport utility vehicle holding bomb york time square incident treated potential terrorist attack friday matthew chandler spokesman homeland security department said secretary speaks publicly terrorism including speech minute american constitution society patterson said friday napolitanos continued disaster prof point essence charge convention secretary wont terrorist attack news account congressional testimony speech prove,false
11418,african american youth unemployment percent hispanic youth unemployment percent debate sander said african american youth unemployment percent hispanic youth unemployment percent point african american hispanic youth significantly worse prospect market white number standard method determining jobless rate figure african american youth percent hispanic youth percent rate high nearly high sander said,half-true
7990,obamacare provide insurance resident illegally chain email say obamacare provides insurance resident illegally actually citing proposal didnt pas doesnt matter affordable care provide health insurance living united state illegally resident living mexico france mar,pants-fire
3652,president barack obama took exactly deficit reduction commission idea boehner offered measured assessment fair point difference obamas fiscal approach outlined commission president certainly gone embracing recommendation panel commissioned embrace wide variety bluntly boehner obama took exactly deficit reduction commission idea simply correct degree commission recommendation sprinkled obamas budget proposal recognizable identical form,false
12848,barack obama hillary clinton changed rule engagement probably cost capt humayun khan life pierson said barack obama hillary clinton changed rule engagement probably cost capt rule engagement today khan able deadly force defend importantly khan died year obama president clinton secretary state update fact check updated include pierson comment,pants-fire
13503,hillary clinton sponsored legislation jail flag burner online site townhall said hillary clinton sponsored legislation jail flag burner clinton sponsor republican backed similar legislation past court ruled flag burning legally protected,true
4930,say paperback edition mitt romneys book deleted line massachusetts individual mandate model countryperry right romney comment health care edited edition thing line advocated massachusetts model strong option state replaced shorter generic sentence line preceded argument state level solution exactly argument romney extends perry characterized betting,barely-true
13210,maggie hassan raised tuition making highest america national senatorial committee say maggie hassan raised tuition making highest america starter state tuition hampshire year college highest america year hassan took office hassans role governor budget crafted gave university money freeze tuition according usnh leader didnt additionally state budget dictate tuition rate board trustee addition republican controlled legislature pared hassan offered budget proposal,barely-true
8187,say terry mcauliffe person invented scheme rent lincoln bedroom cuccinelli attacking mcauliffes ethic say democrat person invented scheme rent lincoln bedroom mcauliffe authored memo early listing way clinton connect democratic patron original note mention white house sleepover idea later added handwriting mcauliffe denied came scheme clinton took responsibility idea doubt mcauliffe strongly backed sleepover recommended heavy hitter offered night lincoln bedroom,false
12758,created job unemployment rate half today york state private sector job historyduring press briefing ontario county cuomo told group reporter job created unemployment rate fell half state private sector job,true
10693,town west texas water truck water miller said town west texas water recent year town texas occasionally well water plant need miller named town water late identify,barely-true
13077,georgia woman earn cent dollar earned democratic senate candidate barksdale woman georgia earn cent dollar earned statement missing substantial context needed fully grasp complex issue asked clarification barksdale campaign issued statement veered equal equal work argument study statement attempt address,half-true
3283,federal verifies employee authorized work inaccurate percent excess percent time suggestion error rate range percent high verifys worst error rate illegal worker high raynor suggested worker shrink percent,half-true
12981,going build wall long like environmental impact statement trump said going build wall long like environmental impact statement secure fence called construction additional mile fencing mexico border environmental concern related construction secretary homeland security waived required environmental review order proceed construction trump statement suggests wall barrier built inability environmental impact statement,barely-true
812,obama campaign announced choosing cabinet obama announced choosing cabinet happening usual transition planning occurs presidential campaign final day election,false
7548,percent latino texas registered vote percent actually turned battleground texas advocate said percent latino texas registered vote percent actually turned research rooted federal survey analysis starting state voting roll support figure estimate starting texas study suggest larger share voting latino citizen registered smaller share voted fodder push improve participation,mostly-true
6000,percent public high school country offer class official federal data percent high school required percent obama cited,false
321,said republican candidate actually turned government economy huckabee investment higher tax better service good turnaround category giuliani list kept mind economic circumstance chief executive faced different giuliani match romney corporate turnaround business giuliani view constitutes turnaround consider giuliani clearly clear accomplishment come government turnaround,mostly-true
1779,military recruiter harvard elena kagan took position supreme court ruled unanimously wrong justice samuel alito participate seated court oral argument court reject argument forward school included fair brief filed harvard professor justice voted opposed school argument,true
1833,public school teacher texas teacher public school recent data available agency show increased ratio teacher teacher sullivan online action justice state actual school worker majority teacher administrator paper shuffler people work directly student including counselor librarian therapist driver,mostly-true
8584,mayor cicilline providence sanctuary city john depetro said mayor david cicilline providence sanctuary city legal definition sanctuary city year cicilline mayor providence taken measure adopted city identified label update politifactri twitter,false
10829,transgender individual chance murdered coleman told colleague transgender individual chance murdered judging transgender individual risk attack click politifact rating select fact check update april revised article hearing brown story includes analysis estimate came,pants-fire
6612,bain capital helped start early childhood learning company called bright horizon lady michelle obama rightly praised romney said lady praised bright horizon excited launch initiative included child care provider calling let partner important favorable comment company,true
12056,say rushed stage dayton ohio chatter isi isi social medium post trump said thomas dimassimo rushed dayton ohio chatter isi isi social medium post lot offend people dimassimos social medium post doesnt appear legitimate connection dimassimo isi link trump tweeted hoax effort troll dimassimo unlikely isi tie arrested threatening presidential candidate live television quickly released custody pending trial police report arrest make mention isi islamic terrorism update march interview march dimassimo vehemently denied belonging isi told video doctored provided link said original footage protest participated year sharethefacts font family roboto helvetica sans serif color rgba font weight margin margin padding background color padding padding display block margin auto margin auto background color ffffff width height auto width width shadow rgba rgba rgba position relative sharethefacts sharethefacts header height margin border width border color silver border style solid margin font size color rgba sharethefacts sharethefacts display inline block float left sharethefacts sharethefacts display inline block float left padding padding right width height sharethefacts sharethefacts speaker float left padding width sharethefacts sharethefacts speaker sharethefacts speaker font weight font size padding sharethefacts sharethefacts speaker sharethefacts speaker title color rgba font size sharethefacts sharethefacts rating padding left float right width height auto display inline height sharethefacts sharethefacts rating width padding sharethefacts display inline block font weight font size line height webkit margin webkit margin webkit margin start webkit margin sharethefacts sharethefacts statement margin width display block font size line height sharethefacts sharethefacts dateline font size color rgba font weight margin sharethefacts border border left border right border border style solid border color padding padding sharethefacts sharethefacts link display block padding sharethefacts webkit link color text decoration cursor pointer sharethefacts sharethefacts link margin right font size text transform uppercase color text decoration font weight sharethefacts sharethefacts link hover cursor pointer sharethefacts hover cursor pointer text decoration sharethefacts padding left display block padding padding sharethefacts display inline margin right font size text transform uppercase color text decoration font weight cursor pointer sharethefacts font size text transform uppercase color text decoration font weight sharethefacts visited color sharethefacts sharethefacts menu sharethefacts share display margin sharethefacts sharethefacts menu sharethefacts share sharethefacts share button display inline block height width border radius position relative sharethefacts sharethefacts menu sharethefacts share sharethefacts share button sharethefacts share label position absolute left transform translate font size color white sharethefacts sharethefacts menu sharethefacts share sharethefacts share button sharethefacts share label webkit link color white sharethefacts sharethefacts menu sharethefacts share sharethefacts share button sharethefacts share label color white sharethefacts sharethefacts menu sharethefacts share sharethefacts facebook background color sharethefacts sharethefacts menu sharethefacts share sharethefacts twitter background color sharethefacts sharethefacts menu sharethefacts share sharethefacts google plus background color sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button display inline block height width background ffffff shadow rgba rgba border radius font weight font size color letter spacing line height position relative margin left sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button sharethefacts embed label position absolute left transform translate sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button sharethefacts embed label text decoration sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button sharethefacts embed label visited color sharethefacts sharethefacts share sharethefacts embed_box display height margin width sharethefacts sharethefacts menu color rgba text transform cursor default display inline sharethefacts sharethefacts menu span margin right sharethefacts sharethefacts menu width display webkit flex display flex sharethefacts sharethefacts menu dropit submenu padding width sharethefacts sharethefacts menu dropit submenu font size line height padding sharethefacts medium screen width sharethefacts width medium screen width sharethefacts sharethefacts rating padding left float right width height auto display inline sharethefacts sharethefacts padding sharethefacts sharethefacts statement clear left sharethefacts sharethefacts speaker float width sharethefacts sharethefacts speaker sharethefacts speaker font size medium screen width sharethefacts sharethefacts menu sharethefacts share sharethefacts embed button margin margin left width sharethefacts sharethefacts padding sharethefacts sharethefacts speaker float sharethefacts sharethefacts speaker sharethefacts speaker font size medium screen width sharethefacts padding display block margin auto margin auto background color ffffff width height auto width width shadow rgba rgba rgba position relative sharethefacts sharethefacts rating padding left float right width height auto display inline sharethefacts sharethefacts float left sharethefacts sharethefacts float left sharethefacts sharethefacts speaker sharethefacts speaker title font size sharethefacts sharethefacts statement font size line height share fact donald candidate say rushed stage dayton ohio chatter isi isi social medium post,false
6161,phil gingrey gave government power electronically american warrant raise legitimate criticism cispa bill protection average american safe hall oates private eye opitzs statement raise real issue overstates point context,barely-true
2526,alex sink funneled quarter million dollar contract bank america step time statewide elected official agree change process selling state bond ultimately resulted paying commission fee bank america merrill lynch second idea approved bond sale process called negotiated sale bank america merrill lynch receive came month later negotiation bond underwriter division bond finance quarter million dollar money question right total commission paid bank america newly acquired merrill lynch unit colleague factcheck instance said contract issue contract state held company bond underwriter general specifically bond sale thirty company responded ultimately chosen competitive bidding million lottery revenue bond issue state negotiated deal company contract setup specifically prevents open competition produce lower rate question iswhether bid specific bond issue bank america fee actually paid bank america merrill lynch bank america acquired critical note bank america interest represented member state bond underwriting team sink idea approved slate underwriter specific role bank play specific bond sale approved million lottery bond issue clear sale bond competitive negotiated process resolution approved included option bond issue lottery revenue general revenue mean buying lottery ticket paid bond sale bank commission transaction resulted fee subsidiary bank newly acquired merrill lynch unit statement accurate properly note negotiated bond sale process resulted fee bank america merrill lynch trying money directly sink scott nearly careful sink funnel bank america vote cabinet approve particular type bond issue question republican charlie bronson mccollum republican charlie crist second knowing commission bank america merrill lynch receive bond sale approved deal detail came month later negotiation state bond administrator bank,barely-true
3786,population growth virginia zero creation mcdonnell governor economist governor little control economic condition virginia consistently lowest unemployment rate nation century point aside mcdonnell bill creating governor mcauliffe accurately summarized statistic employment virginia mcdonnells term,true
6697,obama home value florida collapsed construction job lost state high foreclosure rate trend began obama elected analyst driven natural inevitable market correction government policy draw cause effect relationship cause obamas presidency effect sour housing market worth noting decline home value happened bush watch year florida housing begun appreciate homeowner florida watched property value sink neighbor house abandoned foreclosure know didnt start obama walked white house theyre year seven grim reality,barely-true
1738,arizona immigration say police officer stop appears reasonably suspicious undocumented person stephen yale loehr adjunct professor cornell university agreed recipe confusion said think close reading view expert contacted allow draw conclusion gutierrez statement say police officer stop appears reasonably suspicious undocumented person fairly accurate entirely appear provide significant latitude enforcement officer arizona question people immigration status pretext basic broken taillight say ground based race ethnicity,mostly-true
7425,time history debt higher world hard dollar close current trillion debt larger point history debt ratio tell different story current ratio percent nation highest cote note way percent level reached world cote unspecific comparing today debt exact world august following noted debt remained higher year today,mostly-true
10039,cost health care single biggest factor driving federal budget deficit obama saidthe cost health care single biggest factor driving federal budget deficit recently lowered projection long term deficit specifically cited health care cost main reason affordable care necessarily primary cause calculation said projection lower year health care spending rising short term adding deficit,mostly-true
2166,recession consumer native perversity begun save saving rate percent surface fact tend support broad version paradox thrift jump household saving rate harmful economic growth short acknowledge difference opinion economist view impact saving rate growth recession core factual assertion saving rate climbed recession correct,true
1978,supreme court nominee forthcoming confirmation hearing think important question difficult question election contest arguably political branch resolve happen court involved hard think important question democratic maybe tougher ruling statement kagan walked previous position supreme court nominee comment nomination hearing indicated answering question previously said permissible desirable,false
3005,say homeless veteran census bureau statistic extrapolate percentage male veteran percent mcghee come figure homeless male veteran slightly total number adult homeless people calculated january night survey,barely-true
9165,say charlie crist support cut medicare advantage program republican party florida said crist support cut medicare advantage program crist flip flopped issue including federal health care oppose affordable care support try bring future health care cost reducing medicare advantage payment issue medicare advantage crist actually consistent critical medicare advantage cut year specifically said opposed reduction opposes today crist doesnt appear come way save money health care reducing payment medicare advantage,false
2109,think unacceptable chinese today larger wind power solar panel photovoltaic manufacturing europe forget united state china added renewable power capacity country world according worldwatch institute ferre point manufacturing sentinel editorial board statement china larger europe united state manufacturing wind solar power equipment correct photovoltaics wind,half-true
10053,say scott brown sponsored legislation employer deny woman coverage birth control shaheen said brown sponsored legislation employer deny woman coverage birth control amendment brown supported written loosely allow religious conscience birth control issue longstanding policy debate religious moral ground,true
9613,point life woman birth control serf skew number point making rating happ said point life woman birth control clear arguing contraception widespread important woman risk getting pregnant,half-true
3146,past year egypt great stride political democratic reform meaningful political space ruling little support ambassador statement egypt road economic political democratic reform year achieved great stride regard thing improved particularly area press freedom hardly great stride fact government continues arrest journalist police brutality widespread ruling party maintains firm control,false
8755,attention paid week chris christie make coverage benghazi pale significance rove said coverage christie pale significance coverage benghazi news attack benghazi broke coverage widespread continued congressional hearing coverage questioned administration narrative response attack christie occupied conversation relatively slow news week benghazi garnered significant coverage height presidential election outcome report didnt unearth conspiracy conservative alleged hoped likely come republican continue news insinuate mainstream medium ignored attack putting christie ringer go,false
9989,say steve southerland voted shutdown going graham said southerland voted shutdown going refers vote southerlandcast bipartisan senate funded government ended shutdown time reached house floor clear lawmaker vote effectively deciding shutdown republican joined southerland voting shutdown continued regardless southerlands personal feeling shutdown graham focusing attack vote vote clear ending shutdown,true
2044,rick perry texas import nurse country center said meet demand registered nurse number graduate need triple level people graduated texas nursing school turning away qualified applicant primarily school lack sufficient faculty center report upshot white correct texas import nurse abroad implying perry blame disregard governor effort address shortage existed governor persisted despite effort state produce texas trained nurse,half-true
11657,federal criminal say crime transport denture state line statement promoting repeal considers unnecessary law congressman didnt mention,mostly-true
11131,built prison day mass incarceration explosion nonviolent offender booker said built prison day mass incarceration explosion nonviolent offender booker right prison built day period significant rise incarceration rate nonviolent offender took place longer time period post indicates,mostly-true
767,mccain plan provides virtually middle class generous exemption dependent lower rate income level reduce eliminate taxpayer exposure,barely-true
10263,austin burdened fastest growing increase major city nation skaggs said austin fastest growing increase major city nation largest city austin appears fastest growth property bite median valued home reasonable speculate local taxpayer feel pinch skaggs didnt provide sign austin ranking growth country major city,false
1969,phoenix arizona kidnapping capital world fact expert advise ranking based available information speculate city prove kidnapping arizona capital confirming phoenix,false
10386,belong perry said member perry member screen actor guild,true
2020,insurance commissioner squat health care word squat diddly squat,mostly-true
4264,say poll republican candidate beat barack obama texas point june poll told romney performed better texas republican obama contrary statement republican best candidate poll margin error romney hardly republican state democratic presidential nominee carried texas,half-true
6359,president ronald reagan sent troop conflict circumstance grenada peacekeeping setting lebanon romney said stayed conflict setting reagan grenada romney lebanon separate category peacekeeping setting record show multiple military engagement large loss life lebanon reagan wary actual troop stick romney suggests romney thinking long term deployment spoke american soldier placed conflict setting place,barely-true
8931,say david jolly support privatizing social security democrat jolly support privatizing social security paraphrased statement private account table discussing future reform point fact jolly meeting ryan discus program jolly say clear stand social security dont think apparent saying private account option doesnt denote advocacy willingness explore option option jolly favor isnt clear setting kind benefit guarantee people qualified social security currently receiving payment said private account list potential fix considered democrat attempting sound like percent idea dont offer proof paraphrased statement,barely-true
9213,know population growth lowest great depression sarvis said population growth lowest level great depression,true
7599,average student florida actually pocket major university tuition spend cellphone weatherford defended tuition hike leader state university saying student spend cellphone actually pocket major university tuition point accurate compare average pocket cost school average cellphone caveat remember talking tuition cost involved student degree cash paying family comprise majority comparison little student paying tuition average cellphone spend tuition depending university florida public university student receive merit need based financial tuition fee,mostly-true
7258,american died gunfire died war country history,true
7128,foreclosure effect mean high facing foreclosure million family modified mortgage short sale lender national association realtor wrote million american face hefty congress extend possible mortgage forgiveness debt relief isnt extended realtor estimate impact quarter transaction target percentage home foreclosure short sale association action additional debt borrower write,mostly-true
5667,florida department agriculture website permit carry loaded hidden leaving house gross president brady campaign prevent violence said florida department agriculture website people permit carry loaded hidden leaving house fingerprint required application process gross distinction statement think overall message clear trying convey easy permit home requires people receive firearm training fingerprinted enforcement element typically require people leave home,false
4170,atlanta streetcar expected create job construction totaling job year fact estimated job construct line plus job year longer streetcar expert think remaining job produce material needed build line product worker purchase earnings employee business streetcar brings surrounding neighborhood mean federal transit administration announced streetcar project create estimated job construction totaling year gave misleadingly high impression actual position needed construct public official exaggerating number job created project poiltifact georgia turning heat,pants-fire
10072,raising minimum wage hour help lift million american poverty grime said raising minimum wage hour lift million american poverty report site actually put figure slightly million grime campaign later said misspoke check candidate tell voter time stat grime actually said close ball,mostly-true
10624,say secretary state john kerry senator flew managua communist dictator daniel ortega accused reagan administration engaging terrorism mcconnell said secretary state john kerry senator flew managua communist dictator daniel ortega accused reagan administration engaging terrorism arent comparing kerrys nicaraguan visit recent republican senator letter iran leadership,mostly-true
13142,nato opening major terror division sure going credit largely saying criticism nato trump said nato opening major terror division sure going credit largely saying criticism nato change apparently referring creation senior post division coordinating intelligence sharing recent incremental change alliance handle counter terrorism topic addressed way small year expert said change typically require longer gestation period member nation board,false
338,obama percent prochoice rating planned parenthood action fund similarly gave obama perfect score congressional scorecard earned percent record vote year state senator according sutherland president illinois planned parenthood council neutral presidential race group endorsed candidate voted favor abortion right said,true
7848,gina raimondo took office investment fee state pension portfolio gone million annually million frank caprio said gina raimondo took office investment fee state pension portfolio gone million annually million state record blush number million million money close clear caprio given complete accounting expense fiscal,half-true
2820,federal debt growing billion upshot think reasonable pause perry research team landed march time estimated government record trillion debt fiscal year break billion note figure ratcheted persuaded case paying closer attention shifting ratio debt regardless perry calculation target,true
4456,president barack obamas job state longer teacher firefighter police officer specify bulk money job administrative cost,half-true
7796,teacher teacher today year virginia data solely focused teacher best statistic available state instructional staff including teacher librarian guidance counselor technology instructor school year older teaching corp moving retirement close speed mcauliffe described,false
7467,third wisconsinite receiving unemployment check required search work current work search exemption rating walker said third wisconsinite receiving unemployment check required search work current work search exemption statement accurate need additional information vast majority unemployment insurance recipient arent required look work expected working relatively soon job laid,mostly-true
8654,president obamas health care reform premium average plan family didnt year gone year obamacare helped raise kept premium remains largely unknown rating johnson said obamas health care premium average plan family year gone year johnson correct year affordable care total average premium employer provided family insurance risen year,half-true
9492,investigated liberal group group progressive basically looking everybody brazile said looking everybody including liberal group progressive group progressive group exempt status application flagged reviewed nonprofit group engaging political activity wasnt degree party conservative group result action list targeting party group resulted delayed processing case lasted year inquiry donor inspector general party group systematically singled office wide effort progressive group,half-true
6895,say obama promised unemployment percent ryan said obama administration promised unemployment percent council economic adviser predicted stimulus hold level,barely-true
10423,economy creating job fastest pace obama said economy creating job fastest pace current job recovery isnt perfect obama correct fastest,true
6767,president obama decided meet prime minister benjamin netanyahu york hasner said president obama decided meet prime minister benjamin netanyahu york obama york monday tuesday wednesday jewish holiday kippur netanyahu york thursday friday obama campaigning virginia thursday schedule friday released meeting netanyahu didnt obamas schedule president united state determines schedule white house confirmed scheduling conflict prevented meeting refusal meeting netanyahu york level decision,mostly-true
