articleId,cleaned_statement,label
1779,military recruiter harvard elena kagan took position supreme court ruled unanimously wrong justice samuel alito participate seated court oral argument court reject argument forward school included fair brief filed harvard professor justice voted opposed school argument,true
1833,public school teacher texas teacher public school recent data available agency show increased ratio teacher teacher sullivan online action justice state actual school worker majority teacher administrator paper shuffler people work directly student including counselor librarian therapist driver,mostly-true
8584,mayor cicilline providence sanctuary city john depetro said mayor david cicilline providence sanctuary city legal definition sanctuary city year cicilline mayor providence taken measure adopted city identified label update politifactri twitter,false
10829,transgender individual chance murdered coleman told colleague transgender individual chance murdered judging transgender individual risk attack click politifact rating select fact check update april revised article hearing brown story includes analysis estimate came,pants-fire
6612,bain capital helped start early childhood learning company called bright horizon lady michelle obama rightly praised romney said lady praised bright horizon excited launch initiative included child care provider calling let partner important favorable comment company,true
6161,phil gingrey gave government power electronically american warrant raise legitimate criticism cispa bill protection average american safe hall oates private eye opitzs statement raise real issue overstates point context,barely-true
3786,population growth virginia zero creation mcdonnell governor economist governor little control economic condition virginia consistently lowest unemployment rate nation century point aside mcdonnell bill creating governor mcauliffe accurately summarized statistic employment virginia mcdonnells term,true
7425,time history debt higher world hard dollar close current trillion debt larger point history debt ratio tell different story current ratio percent nation highest cote note way percent level reached world cote unspecific comparing today debt exact world august following noted debt remained higher year today,mostly-true
2166,recession consumer native perversity begun save saving rate percent surface fact tend support broad version paradox thrift jump household saving rate harmful economic growth short acknowledge difference opinion economist view impact saving rate growth recession core factual assertion saving rate climbed recession correct,true
1978,supreme court nominee forthcoming confirmation hearing think important question difficult question election contest arguably political branch resolve happen court involved hard think important question democratic maybe tougher ruling statement kagan walked previous position supreme court nominee comment nomination hearing indicated answering question previously said permissible desirable,false
3005,say homeless veteran census bureau statistic extrapolate percentage male veteran percent mcghee come figure homeless male veteran slightly total number adult homeless people calculated january night survey,barely-true
2109,think unacceptable chinese today larger wind power solar panel photovoltaic manufacturing europe forget united state china added renewable power capacity country world according worldwatch institute ferre point manufacturing sentinel editorial board statement china larger europe united state manufacturing wind solar power equipment correct photovoltaics wind,half-true
10053,say scott brown sponsored legislation employer deny woman coverage birth control shaheen said brown sponsored legislation employer deny woman coverage birth control amendment brown supported written loosely allow religious conscience birth control issue longstanding policy debate religious moral ground,true
9613,point life woman birth control serf skew number point making rating happ said point life woman birth control clear arguing contraception widespread important woman risk getting pregnant,half-true
3146,past year egypt great stride political democratic reform meaningful political space ruling little support ambassador statement egypt road economic political democratic reform year achieved great stride regard thing improved particularly area press freedom hardly great stride fact government continues arrest journalist police brutality widespread ruling party maintains firm control,false
9989,say steve southerland voted shutdown going graham said southerland voted shutdown going refers vote southerlandcast bipartisan senate funded government ended shutdown time reached house floor clear lawmaker vote effectively deciding shutdown republican joined southerland voting shutdown continued regardless southerlands personal feeling shutdown graham focusing attack vote vote clear ending shutdown,true
11657,federal criminal say crime transport denture state line statement promoting repeal considers unnecessary law congressman didnt mention,mostly-true
11131,built prison day mass incarceration explosion nonviolent offender booker said built prison day mass incarceration explosion nonviolent offender booker right prison built day period significant rise incarceration rate nonviolent offender took place longer time period post indicates,mostly-true
767,mccain plan provides virtually middle class generous exemption dependent lower rate income level reduce eliminate taxpayer exposure,barely-true
10263,austin burdened fastest growing increase major city nation skaggs said austin fastest growing increase major city nation largest city austin appears fastest growth property bite median valued home reasonable speculate local taxpayer feel pinch skaggs didnt provide sign austin ranking growth country major city,false
1969,phoenix arizona kidnapping capital world fact expert advise ranking based available information speculate city prove kidnapping arizona capital confirming phoenix,false
10386,belong perry said member perry member screen actor guild,true
2020,insurance commissioner squat health care word squat diddly squat,mostly-true
4264,say poll republican candidate beat barack obama texas point june poll told romney performed better texas republican obama contrary statement republican best candidate poll margin error romney hardly republican state democratic presidential nominee carried texas,half-true
9213,know population growth lowest great depression sarvis said population growth lowest level great depression,true
7258,american died gunfire died war country history,true
7128,foreclosure effect mean high facing foreclosure million family modified mortgage short sale lender national association realtor wrote million american face hefty congress extend possible mortgage forgiveness debt relief isnt extended realtor estimate impact quarter transaction target percentage home foreclosure short sale association action additional debt borrower write,mostly-true
10072,raising minimum wage hour help lift million american poverty grime said raising minimum wage hour lift million american poverty report site actually put figure slightly million grime campaign later said misspoke check candidate tell voter time stat grime actually said close ball,mostly-true
10624,say secretary state john kerry senator flew managua communist dictator daniel ortega accused reagan administration engaging terrorism mcconnell said secretary state john kerry senator flew managua communist dictator daniel ortega accused reagan administration engaging terrorism arent comparing kerrys nicaraguan visit recent republican senator letter iran leadership,mostly-true
338,obama percent prochoice rating planned parenthood action fund similarly gave obama perfect score congressional scorecard earned percent record vote year state senator according sutherland president illinois planned parenthood council neutral presidential race group endorsed candidate voted favor abortion right said,true
7848,gina raimondo took office investment fee state pension portfolio gone million annually million frank caprio said gina raimondo took office investment fee state pension portfolio gone million annually million state record blush number million million money close clear caprio given complete accounting expense fiscal,half-true
2820,federal debt growing billion upshot think reasonable pause perry research team landed march time estimated government record trillion debt fiscal year break billion note figure ratcheted persuaded case paying closer attention shifting ratio debt regardless perry calculation target,true
4456,president barack obamas job state longer teacher firefighter police officer specify bulk money job administrative cost,half-true
7796,teacher teacher today year virginia data solely focused teacher best statistic available state instructional staff including teacher librarian guidance counselor technology instructor school year older teaching corp moving retirement close speed mcauliffe described,false
7467,third wisconsinite receiving unemployment check required search work current work search exemption rating walker said third wisconsinite receiving unemployment check required search work current work search exemption statement accurate need additional information vast majority unemployment insurance recipient arent required look work expected working relatively soon job laid,mostly-true
8654,president obamas health care reform premium average plan family didnt year gone year obamacare helped raise kept premium remains largely unknown rating johnson said obamas health care premium average plan family year gone year johnson correct year affordable care total average premium employer provided family insurance risen year,half-true
6895,say obama promised unemployment percent ryan said obama administration promised unemployment percent council economic adviser predicted stimulus hold level,barely-true
10423,economy creating job fastest pace obama said economy creating job fastest pace current job recovery isnt perfect obama correct fastest,true
11043,majority state marry freely fired love mean state majority explicit law protecting worker discrimination based sexual orientation rating pocan said majority state marry freely fired love federal explicitly protect discrimination agency tasked enforcing interpreted federal protection include sexual orientation state law,mostly-true
4357,oregon rep peter defazio earl blumenauer socialist openly serving congress misinformation smear campaign political life,pants-fire
162,rudy giuliani probably underqualified george bush seek presidency year attorney york prosecuted figure wall street titan contrast biden fellow democrat john edward year experience senate barack obama senate illinois senate biden rhetoric backed fact ignores giuliani considerable experience attorney mayor nation largest city,pants-fire
10768,half president governor half senator cruz said half president governor half senator governor good late comprise percent president percent senator overlooked cruz president click politifact rating select fact check update april amended headline closing line fact check clarify checking precisely cruz said,false
12593,britain vote leave european union hour american lost billion britain vote leave european union hour american lost billion clinton said expert told clinton calculation reasonable approximation loss asset amid market turmoil following brexit vote said loss likely impermanent account long term investment designed withstand brief shock like,mostly-true
8164,medicaid spending declined percent second decline year making larger point medicaid cost increase rapidly predicted higher federal government warned spending going rise sharply year,mostly-true
6520,say texas constable died line duty settled precisely constable died line duty year ultimately agreement agency oversees capitol memorial outside researcher total death,true
9500,rick scott cost prepaid college tuition nearly republican party florida stated rick scott cost prepaid college tuition nearly figure come projection prepaid college tuition board anticipates newborn lump plan decline,mostly-true
4629,city columbus save million year employee contribute guaranteed check pension yost precise slightly compelling simply noted columbus saved million year fact dispatch referred saving reader fully informed acknowledged colemans effort reduce pickup yosts implication saving materialize needed point clarification additional information,mostly-true
1593,florida shut krakow scam refunded million josephine victim passinissi said called wrote sink directly enclosed document illustrate problem passinissi happy sink credit wrote remember impressed said dont worry sent person deposition fact passinissi said sink oversees department financial service investigated complaint arranged people passinissi recoup money,true
10560,woman getting science degree factor plus clinton said woman getting science degree factor plus difference number ratio cited pretty close correct share science degree earned woman peaked fallen,mostly-true
7555,force want taxpayer fund fantasy football league money stake wouldnt come taxpayer nonappropriated fund generated force club activity designed boost morale,false
6777,barack hussein obama force court accept islamic sharia domestic dispute government said obama america force court accept islamic sharia domestic dispute idea run counter constitutional separation power individual protection defined right,pants-fire
11385,percent murder crime committed gun people actually legally purchase gun scarborough said percent murder crime committed gun people actually legally purchase gun recent study look prisoner committed crime percent purchased weapon store study tell gun came acquired legally issue data reach conclusion scarborough expert told,half-true
3836,neighborhood school closing school board expected action closure fall truth meter statement democratic legislator indicated neighborhood school close result state budget cut guess depends definition,mostly-true
325,told organizer massachusetts stronger advocate special right kennedy mccain right romney promised supportive right kennedy loses point term special right romney actually advocated equality lesbian american special small point,mostly-true
7803,halfway goal creating job seven year scott said state halfway goal creating job seven year preferred measure taking office job regardless normal growth ballpark measure asked floridian hold accountable job million job normal growth long way,barely-true
8985,say supreme court social security guaranteed jolly said supreme court ruled social security guaranteed position repeated debate campaign trail flemming nestor case jolly cited said citizen dont right social security benefit matter long paid congress change rule long follow process,true
2932,oregonian amazing cost fight abortion free political donationsthe ruling pretty evident weird oregon allow small political contribution free giving credit,true
2257,caprio career politician worked private sector career politician suggests fact remains caprio legal career spanned year working private practice lawyer precisely kind small business robitaille say caprio experience clear robitaille team issued statement smallest research tempting award pant,false
8019,rhode island percent worker state temporary disability insurance program year jersey rate percent patricia morgan said rhode island percent employee year jersey mandate rate percent actual rate closer percent rhode island percent jersey jersey figure include worker receive state coverage private coverage dont know affect usage rate morgan,barely-true
12014,president obama took money wall street campaign anybody clinton said president obama took money wall street campaign anybody adjusting inflation obama garnered million george bush look broad finance insurance real estate sector security investment category tighter measure wall street contribution obama clearly record record lasted year romney upped ante million,mostly-true
445,hillary clinton taken lobbyist number correct recent analysis center showed clinton accepted lobbyist based data released march threshold contribution industry list clinton probably said massie ritsch spokesman center center analysis following amount lobbyist gave clinton energy pharmaceutical health product hospital health service hmo insurance company health professional,true
6588,barack obama worked business overlapped time illinois legislature count best selling book brought obama million dollar royalty know rating clearly obama experience private sector romney president spent working life profit sector politics portman went said obama worked business,false
1835,say arizona immigration expressly ban racial profiling politifact concluded revised wiggle room brewer statement lay rest question possibility racial profiling simply said expressly ban profiling expressly leaf room profiling pass constitutional muster significant legally squishy factor cornyn statement acknowledge expert expect profiling topic thrashed year come,half-true
3782,say rick perry begging federal government send coast guard patrol lake mexico border gonzalez said coast guard come lake speculated budgetary limit sense possible perry informally talked house member putting coast guard lake force periodically venture formal direct request government thats begging coast guard deployment,false
6827,spending percent economy government depending data romneys number correct close dont tell story large share spending come cost government employee building equipment transfer payment individual american ultimately control case program paid begin,mostly-true
5236,cornilles support privatizing medicare doesnt mean want privatize medicare encouraging private competition doesnt change fact medicare currently private option factor critical fact different impression,barely-true
2869,democrat steady progress creating job improving school college tuition state budget freeze college tuition cost engineered strickland house democrat let check tally additional critical detail needed know understanding context especially budishs assertion credit,half-true
3864,michigan massachusetts raised bottle deposit longer afford program redemption high profit kruse tried persuade senate colleague high deposit michigan massachusetts crippling program michigan say thats case massachusetts doesnt higher deposit rate,pants-fire
2367,who fought developer draining everglades characterize rubio going providing leadership similarly crist rubio taken support everglades restoration,false
12237,state city type policy passed referring north carolina house stam said dozen state thousand city business avoid truly oppose north carolina thats overly broad different thing case north carolina state state policy brought stam clarified talking specifically discrimination protection transgender people technically state doesnt detract point trying fact glossed part,half-true
11582,climate change directly related growth terrorism sander said climate change directly related growth terrorism course factor contribute terrorism including religious ethnic tension political repression,barely-true
4453,job includes president obamas soup kitchenscantor blog post headlined president obama soup kitchen obama single soup kitchen special treatment second proposal soup kitchen charitable organization effectively increase existing burden small percentage household indirectly cause disincentive donation soup kitchen,barely-true
6898,say obama administration spent taxpayer dollar electric car finland windmill china paul ryan said stimulus dollar spent electric car finland windmill china fact program provided loan guarantee fisker car stimulus money went engineering design united state,barely-true
704,sarah mayor wasilla tried highly respected city librarian librarian refused consider removing library book sarah wanted removed palin librarian consider removing book maybe posed rhetorical question palin say,half-true
10887,milwaukee approves reducing maximum forfeiture marijuana possession city different bicycle violation higher forfeiture,half-true
11828,illegal immigrant year rubio said illegal immigrant year multiple estimate illegal immigrant population stabilized decreased peak latest available data according illegal immigrant population million million year prior sharp contrast dramatic steady early,false
4504,say rick perry wrote letter supporting hillarycare correct perry sent letter hillary clinton commending effort head president health care task force time president general goal possible specific plan reported perry letter dispatched month plan finalized clearly request task force consider interest rural american,barely-true
9561,patent trademark office received zero complaint washington redskin conservative blog post smell scandal cancellation washington redskin trademark pointing patent trademark office received zero complaint administrative court ruled june word exactly plaintiff case,false
1441,president health care proposal cause american premium increased decreased hundred million people lose current insurance coverage said phrased opinion plan cause american premium increased decreased hundred million people lose current insurance coverage independent nonpartisan analysis current democratic proposal show,pants-fire
12683,mexican immigrant abiding citizen statistic johnson said mexican immigrant murderer rapist actually abiding citizen statistic numerous study scholar partisan group foreign born population likely commit crime native born expert includes mexican immigrant researcher agree data needed better understanding immigration crime information available disprove johnson point,mostly-true
7295,say chris christie vetoed job package bill correct governor vetoed numerous bill aimed supporting business growth stopped,half-true
9554,american job solar industry coal mining source offered contrary view national mining association cited year number counted category site transportation worker coal barge ocean freighter follow twitter politifactri,true
2576,say illinois gubernatorial candidate brady priority winning primary sponsor mass euthanize sheltered dog cat chamber leave quinn stark right sponsored day primary incorrectly suggests brady winning quinn close substance oversteps somewhat suggesting required mass euthanizations allowing gloss fact brady dropped sponsorship moot year,half-true
81,romney failed action sanctuary city massachusetts late term romney approved plan deputize state trooper help enforce immigration law plan implemented rescinded successor expect allegation repeated campaign go giuliani campaign apparently searching city policy turning illegal immigrant recently upped count massachusetts sanctuary city,mostly-true
5288,say jersey nearly job recession peak chris christie jersey trailed rest america come unemployment consecutive month jersey said state nearly job recession peak consecutive month jersey trailed rest america come unemployment number right need clarification,half-true
8754,afghanistan longer foreign land conducting nation history gibbs said afghanistan longer foreign land conducting nation history people different interpretation constitutes issue gibbs interpretation acknowledge people banana war longest conflict foreign soil gibbs accurate statement requires additional context,mostly-true
3776,price gone obama took office relationship correlation factor contribute public perception president cost gallon obama took office past year president price surge point presidency williams errs implying president fault factor driving price president control,half-true
2537,webster sponsored create form marriage trap woman abusive relationship fact grayson say webster sponsored create form marriage trap woman abusive relationship webster sponsored create form marriage called covenant marriage woman agreed form covenant marriage allowed divorce physical sexual abuse webster legislation adultery,true
4681,say judge better benefit lower cost everybody state christie news conference judicial pension said judge better benefit lower cost everybody state average annual pension benefit retiree judicial pension largest judge contributed prior pension benefit reform percent salary pension smallest percentage public employee,true
5524,casino country gone bankrupt gambling boom bust industry time good casino fail time fail schwartz told casino definitely sure thing good management matter point jacquard update politifactri twitter,true
13069,texas country economy rank world abbott said texas country economy rank world thats figure leave bigger state california considering california fairness texas rank world,mostly-true
6969,rig operation united state rest world combined david cicilline said rig operation united state rest world combined said information come best available data february relying count excludes largest producer world calling best available data counted mean update politifact rhode island twitter politifactri,false
7785,social security trust fund sound function time change percent benefit people earned dont mesh precisely social security administration number fairly close shes shakier ground contention fund sound thats important contextual factor,half-true
2802,commitment voter seriously incumbent ohio break pledge vote strickland income hike defeated soundly tuesday fair party candidate republican running overwhelmingly democratic district soundly,mostly-true
8370,obama administration shut amber alert program government shutdown people twitter blogger said obama administration shut amber alert actually state alert national coordination take place national center missing exploited child private nonprofit untouched federal stalemate continued operate federal shutdown sending alert texas florida,false
2269,republican percent muslim vote roughly percent muslim consider republican muslim voted overwhelmingly john kerry election post election analysis show mccain received percent vote election compared support democrat holder underlying point republican lack significant muslim backing valid,mostly-true
3333,say hearing gabrielle giffords suggested david petraeus army emphasis environmentally damaging method like stabbing clubbing enemy force order minimize carbon output update shortly posted story wrote satirical post july returned mail writing satirical piece year said john semmens directly passed real news,pants-fire
9289,single republican senator blocked raise minimum wage receive cost living adjustment january minimum wage group said facebook meme single republican senator blocked raise minimum wage receive cost living adjustment january happen congress fails affirmatively reject raise hardly guarantee lawmaker simply hike accepting raise politically unpopular congress rejected increase year running,half-true
1053,texas male baby vote jose texas jose followed jacob daniel christopher joshua david angel ethan juan michael case wondering year texas popular girl emily followed isabella abigail emma madison sophia natalie ashley rating murphy political advice number confirm fact right jose,true
1059,cash clunkers program local junkyard house going say knowingly violates provision program face fine wording legislation make easy written prohibit scenario hannity describes possible statement go junk heap,false
11886,republican gut recognize climate change real sander said republican gut recognize climate change real fact presidential candidate said real offered support action deal proposed action action proposed sander best tackling problem matter debate,false
5312,david dewhurst record promoting income stretch edged direction march comment quickly forsook,pants-fire
4368,point pleasant beach beach privately owned operated business utility operate beach took beach badge period belmar hurricane irene jersey shore according beach department manager beach manager walter wall ruling barrella say borough beach privately owned operated business town jenkinsons beachfront borough owns slightly acre prime real estate maryland avenue beach,mostly-true
1354,past year percent american changed mind afghanistan conclude percent number represents displeasure obama dropoff support percent,barely-true
3003,year people killed mexico border smith said place misleads failing specify death talking mexican border,false
6265,state ohio lowest unemployment rate nation right leading pack term creation monthly stats march april available time statement showed ohio losing job ohio jobless rate improved considerably rose percent lowest unemployment rate nation national average,barely-true
2347,close federal prison population consists illegal immigrant statement mielke cross border fact fiction took easy verify fact number citizen guest uncle federal prison political point instead going source relied unattributed comment political talk missed correct figure little missed nuance,false
11636,family research council according government agency terrorist group carson said family research council according government agency terrorist group family research council labeled extremist group southern poverty center thats terrorist group importantly center private profit group government agency government agency singled family research council terrorist group expert told unaware government list,false
2550,say weidner proposed taking away health care oregon child leave feeling pretty confident weidner isnt anti health care kid website alleges propose eliminated funding health care child thought pas doesnt change thing context targeting nice,true
7123,say election kean largest winning margin gubernatorial candidate jersey history bateman said general election kean largest winning margin gubernatorial candidate jersey history kean trounced opponent year republican governor million vote compared roughly ballot cast democratic rival mean kean vote thats largest margin victory gubernatorial election jersey history,true
6289,obamacare biggest increase american history rating neumann said obamacare biggest increase american history reliable measure largest hike,false
772,said barack obama ready commander chief biden said stood worth noting biden changed tune learned hell biden said said said,true
2332,milwaukee mayor barrett held line property tax president obamas statement ignores shift item property fee total revenue collected main fee doubling barrett city property owner increase higher property tax,barely-true
10764,member house representative raised campaign fund election small contribution grayson said member house representative raised campaign fund election small contribution graysons small donation equaled percent donation recent cycle putting ahead second place finisher wasserman schultz percent according center responsive politics,true
7261,unlike gridlock washington percent bill passed general assembly bipartisan support actual number showed percent bipartisan support senator point party worked avoided gridlock threshold bipartisanship majority democrat support clearly bipartisan support significant legislation,true
6780,josh mandel lying record rating ohio investment fund improved email rating star ohio fund gone,false
9837,rick scott took family leased land drilling trying hide nextgen say rick scott took collier family leased land drilling trying hide nextgens charge scott trying hide collier donation exaggerated contrary discussed widely medium report statement partially accurate leaf important detail,half-true
8050,president nomination confirmed defeated mcconnell said obama faced real problem getting nominee confirmed senate saying nomination defeated office later said misspoke number partially accurate leaving important detail accounting ignores withdrew vote including estimated withdrew republican opposition account high profile figure susan rice nominated opposition,half-true
2258,taxpayer forced fund feisal abdul raufs trip middle east taking side fundraising question believe reaching statement lehtinenis accurate taxpayer funding raufs trip prior trip region worth noting decision sponsor trip current controversy focus medium attention rauf took state department funded trip bush barack obama fact undercut statement checked lehtinen,true
9672,milwaukee county taxpayer paid settle lawsuit decision sheriff david clarke untrained correction officer deputy patrol lakefront dont think wanted union filed complaint correction officer county taxpayer paid settle,barely-true
