articleId,cleaned_statement,label
13237,say paul ryan endors trump york time news said ryan respond critic support trump emphas withdraw endors rate clinton say ryan endors trump,true
5383,look state right work constantli budget deficit good busi climat gener rank right work state higher union state consid factor includ polici account better rank updat politifactri twitter,barely-true
9727,obama administr go come month your go abl burn coal limitedli exist plant capito said obama go come month go abl burn coal limitedli exist plant propos capito refer plan carbon emiss exist power plant rule prohibit current facil burn coal capito spokeswoman said rule mean plant close facil close decad plant schedul retir factor state power compani option continu util coal energi expert said expect coal remain nation portfolio year come,false
8239,busi tax today percent busi dont busi scott said percent busi busi gener point tenur cut sort tax state data tax show percent busi dont corpor incom exempt scott includ small busi calcul omit exempt pay took offic,mostly-true
10121,say mark pryor vote obama percent time cotton said pryor vote obama percent time obama presid pryor vote line presid posit percent time percent basic percent averag accord best rate dispos pryor doesnt vote democrat parti presidenti support vote lower senat democrat cotton number target base data pryor oppos obama issu,mostly-true
7550,feder govern think author regul toilet seat cruz rail modern interpret commerc claus amend constitut said feder govern think author regul toilet seat,true
9018,austin citi basic doubl size year found leffingwel said austin citi basic doubl size year found,true
1038,nuclear test conduct nation time earth nuclear test perman member secur council conduct percent total nuclear test mean percent test perman member secur council said right sublett said figur cite north korea test inclin quibbl fraction percent,true
2940,case catastroph event atlanta area offic center diseas control prevent self destruct pleas reassur neighbor need instal flame proof side said emerg plan involv blow campu plu report case emerg gener failur coincid subnuclear explos,pants-fire
8492,presid georg bush ad trillion debt presid obama weve ad trillion debt ayott said countri ad trillion nation debt obama took offic trillion bush measur total debt she correct count,true
5352,say suprem court justic suggest case decid base south african rubio mention femal suprem court judg conclud appel lawyer need brush south african case appar go decid go forward rubio impli justic ginsburg favor south african constitut case decid base south african rubio poke distort suggest legal matter decid base south african ginsburg give advic countri draft constitut suggest exampl written recent constitut didnt constitut explain written time slaveri legal woman didnt equal right fact ginsburgalso heap lot prais constitut,false
12027,say marco rubio skip defens vote includ kurd fight isi cruz said marco rubio skip defens vote includ kurd fight isi omit rubio vote overal pass senat major skip vote amend procedur relat vote pass senat omit cruz vote,half-true
5210,david cicillin respons feder loan guarante solyndra fail solar companyth legisl stimulu packag approv give away american recoveri reinvest cicillin took offic januari month passag enact loan guarante program benefit solyndra nation republican congression committe right stimulu boondoggl fair cicillin support stimulu take offic lindsay said cicillin respons irrespons invest lindsay nation republican congression committe simpli overh rhetor that understat updat politifactri twitter,pants-fire
7993,say ohio budget item later sign john kasich requir woman seek abort undergo mandatori vagin probe kasich elect year surpris democrat eager debat draw contrast governor debat type ultrasound regul requir maddow read languag close seen mandat extern detect method,pants-fire
1926,director homeland secur term terrorist attack instead substitut disast week american hotel target bomb jakarta kill peopl injur american recent napolitano told sport util vehicl hold bomb york time squar incid treat potenti terrorist attack friday matthew chandler spokesman homeland secur depart said secretari speak publicli terror includ speech minut american constitut societi patterson said friday napolitano continu disast prof point essenc charg convent secretari wont terrorist attack news account congression testimoni speech prove,false
11418,african american youth unemploy percent hispan youth unemploy percent debat sander said african american youth unemploy percent hispan youth unemploy percent point african american hispan youth significantli wors prospect market white number standard method determin jobless rate figur african american youth percent hispan youth percent rate high nearli high sander said,half-true
7990,obamacar provid insur resid illeg chain email say obamacar provid insur resid illeg actual cite propos didnt pa doesnt matter afford care provid health insur live unit state illeg resid live mexico franc mar,pants-fire
3652,presid barack obama took exactli deficit reduct commiss idea boehner offer measur assess fair point differ obama fiscal approach outlin commiss presid certainli gone embrac recommend panel commiss embrac wide varieti bluntli boehner obama took exactli deficit reduct commiss idea simpli correct degre commiss recommend sprinkl obama budget propos recogniz ident form,false
12848,barack obama hillari clinton chang rule engag probabl cost capt humayun khan life pierson said barack obama hillari clinton chang rule engag probabl cost capt rule engag today khan abl deadli forc defend importantli khan die year obama presid clinton secretari state updat fact check updat includ pierson comment,pants-fire
13503,hillari clinton sponsor legisl jail flag burner onlin site townhal said hillari clinton sponsor legisl jail flag burner clinton sponsor republican back similar legisl past court rule flag burn legal protect,true
4930,say paperback edit mitt romney book delet line massachusett individu mandat model countryperri right romney comment health care edit edit thing line advoc massachusett model strong option state replac shorter gener sentenc line preced argument state level solut exactli argument romney extend perri character bet,barely-true
13210,maggi hassan rais tuition make highest america nation senatori committe say maggi hassan rais tuition make highest america starter state tuition hampshir year colleg highest america year hassan took offic hassan role governor budget craft gave univers money freez tuition accord usnh leader didnt addit state budget dictat tuition rate board truste addit republican control legislatur pare hassan offer budget propos,barely-true
8187,say terri mcauliff person invent scheme rent lincoln bedroom cuccinelli attack mcauliff ethic say democrat person invent scheme rent lincoln bedroom mcauliff author memo earli list way clinton connect democrat patron origin note mention white hous sleepov idea later ad handwrit mcauliff deni came scheme clinton took respons idea doubt mcauliff strongli back sleepov recommend heavi hitter offer night lincoln bedroom,false
12758,creat job unemploy rate half today york state privat sector job historydur press brief ontario counti cuomo told group report job creat unemploy rate fell half state privat sector job,true
10693,town west texa water truck water miller said town west texa water recent year town texa occasion well water plant need miller name town water late identifi,barely-true
13077,georgia woman earn cent dollar earn democrat senat candid barksdal woman georgia earn cent dollar earn statement miss substanti context need fulli grasp complex issu ask clarif barksdal campaign issu statement veer equal equal work argument studi statement attempt address,half-true
3283,feder verifi employe author work inaccur percent excess percent time suggest error rate rang percent high verifi worst error rate illeg worker high raynor suggest worker shrink percent,half-true
12981,go build wall long like environment impact statement trump said go build wall long like environment impact statement secur fenc call construct addit mile fenc mexico border environment concern relat construct secretari homeland secur waiv requir environment review order proceed construct trump statement suggest wall barrier built inabl environment impact statement,barely-true
812,obama campaign announc choos cabinet obama announc choos cabinet happen usual transit plan occur presidenti campaign final day elect,false
7548,percent latino texa regist vote percent actual turn battleground texa advoc said percent latino texa regist vote percent actual turn research root feder survey analysi start state vote roll support figur estim start texa studi suggest larger share vote latino citizen regist smaller share vote fodder push improv particip,mostly-true
6000,percent public high school countri offer class offici feder data percent high school requir percent obama cite,false
321,said republican candid actual turn govern economi huckabe invest higher tax better servic good turnaround categori giuliani list kept mind econom circumst chief execut face differ giuliani match romney corpor turnaround busi giuliani view constitut turnaround consid giuliani clearli clear accomplish come govern turnaround,mostly-true
1779,militari recruit harvard elena kagan took posit suprem court rule unanim wrong justic samuel alito particip seat court oral argument court reject argument forward school includ fair brief file harvard professor justic vote oppos school argument,true
1833,public school teacher texa teacher public school recent data avail agenc show increas ratio teacher teacher sullivan onlin action justic state actual school worker major teacher administr paper shuffler peopl work directli student includ counselor librarian therapist driver,mostly-true
8584,mayor cicillin provid sanctuari citi john depetro said mayor david cicillin provid sanctuari citi legal definit sanctuari citi year cicillin mayor provid taken measur adopt citi identifi label updat politifactri twitter,false
10829,transgend individu chanc murder coleman told colleagu transgend individu chanc murder judg transgend individu risk attack click politifact rate select fact check updat april revis articl hear brown stori includ analysi estim came,pants-fire
6612,bain capit help start earli childhood learn compani call bright horizon ladi michel obama rightli prais romney said ladi prais bright horizon excit launch initi includ child care provid call let partner import favor comment compani,true
12056,say rush stage dayton ohio chatter isi isi social medium post trump said thoma dimassimo rush dayton ohio chatter isi isi social medium post lot offend peopl dimassimo social medium post doesnt appear legitim connect dimassimo isi link trump tweet hoax effort troll dimassimo unlik isi tie arrest threaten presidenti candid live televis quickli releas custodi pend trial polic report arrest make mention isi islam terror updat march interview march dimassimo vehement deni belong isi told video doctor provid link said origin footag protest particip year sharethefact font famili roboto helvetica san serif color rgba font weight margin margin pad background color pad pad display block margin auto margin auto background color ffffff width height auto width width shadow rgba rgba rgba posit rel sharethefact sharethefact header height margin border width border color silver border style solid margin font size color rgba sharethefact sharethefact display inlin block float left sharethefact sharethefact display inlin block float left pad pad right width height sharethefact sharethefact speaker float left pad width sharethefact sharethefact speaker sharethefact speaker font weight font size pad sharethefact sharethefact speaker sharethefact speaker titl color rgba font size sharethefact sharethefact rate pad left float right width height auto display inlin height sharethefact sharethefact rate width pad sharethefact display inlin block font weight font size line height webkit margin webkit margin webkit margin start webkit margin sharethefact sharethefact statement margin width display block font size line height sharethefact sharethefact datelin font size color rgba font weight margin sharethefact border border left border right border border style solid border color pad pad sharethefact sharethefact link display block pad sharethefact webkit link color text decor cursor pointer sharethefact sharethefact link margin right font size text transform uppercas color text decor font weight sharethefact sharethefact link hover cursor pointer sharethefact hover cursor pointer text decor sharethefact pad left display block pad pad sharethefact display inlin margin right font size text transform uppercas color text decor font weight cursor pointer sharethefact font size text transform uppercas color text decor font weight sharethefact visit color sharethefact sharethefact menu sharethefact share display margin sharethefact sharethefact menu sharethefact share sharethefact share button display inlin block height width border radiu posit rel sharethefact sharethefact menu sharethefact share sharethefact share button sharethefact share label posit absolut left transform translat font size color white sharethefact sharethefact menu sharethefact share sharethefact share button sharethefact share label webkit link color white sharethefact sharethefact menu sharethefact share sharethefact share button sharethefact share label color white sharethefact sharethefact menu sharethefact share sharethefact facebook background color sharethefact sharethefact menu sharethefact share sharethefact twitter background color sharethefact sharethefact menu sharethefact share sharethefact googl plu background color sharethefact sharethefact menu sharethefact share sharethefact emb button display inlin block height width background ffffff shadow rgba rgba border radiu font weight font size color letter space line height posit rel margin left sharethefact sharethefact menu sharethefact share sharethefact emb button sharethefact emb label posit absolut left transform translat sharethefact sharethefact menu sharethefact share sharethefact emb button sharethefact emb label text decor sharethefact sharethefact menu sharethefact share sharethefact emb button sharethefact emb label visit color sharethefact sharethefact share sharethefact embed_box display height margin width sharethefact sharethefact menu color rgba text transform cursor default display inlin sharethefact sharethefact menu span margin right sharethefact sharethefact menu width display webkit flex display flex sharethefact sharethefact menu dropit submenu pad width sharethefact sharethefact menu dropit submenu font size line height pad sharethefact medium screen width sharethefact width medium screen width sharethefact sharethefact rate pad left float right width height auto display inlin sharethefact sharethefact pad sharethefact sharethefact statement clear left sharethefact sharethefact speaker float width sharethefact sharethefact speaker sharethefact speaker font size medium screen width sharethefact sharethefact menu sharethefact share sharethefact emb button margin margin left width sharethefact sharethefact pad sharethefact sharethefact speaker float sharethefact sharethefact speaker sharethefact speaker font size medium screen width sharethefact pad display block margin auto margin auto background color ffffff width height auto width width shadow rgba rgba rgba posit rel sharethefact sharethefact rate pad left float right width height auto display inlin sharethefact sharethefact float left sharethefact sharethefact float left sharethefact sharethefact speaker sharethefact speaker titl font size sharethefact sharethefact statement font size line height share fact donald candid say rush stage dayton ohio chatter isi isi social medium post,false
6161,phil gingrey gave govern power electron american warrant rais legitim critic cispa bill protect averag american safe hall oat privat eye opitz statement rais real issu overst point context,barely-true
2526,alex sink funnel quarter million dollar contract bank america step time statewid elect offici agre chang process sell state bond ultim result pay commiss fee bank america merril lynch second idea approv bond sale process call negoti sale bank america merril lynch receiv came month later negoti bond underwrit divis bond financ quarter million dollar money question right total commiss paid bank america newli acquir merril lynch unit colleagu factcheck instanc said contract issu contract state held compani bond underwrit gener specif bond sale thirti compani respond ultim chosen competit bid million lotteri revenu bond issu state negoti deal compani contract setup specif prevent open competit produc lower rate question iswheth bid specif bond issu bank america fee actual paid bank america merril lynch bank america acquir critic note bank america interest repres member state bond underwrit team sink idea approv slate underwrit specif role bank play specif bond sale approv million lotteri bond issu clear sale bond competit negoti process resolut approv includ option bond issu lotteri revenu gener revenu mean buy lotteri ticket paid bond sale bank commiss transact result fee subsidiari bank newli acquir merril lynch unit statement accur properli note negoti bond sale process result fee bank america merril lynch tri money directli sink scott nearli care sink funnel bank america vote cabinet approv particular type bond issu question republican charli bronson mccollum republican charli crist second know commiss bank america merril lynch receiv bond sale approv deal detail came month later negoti state bond administr bank,barely-true
3786,popul growth virginia zero creation mcdonnel governor economist governor littl control econom condit virginia consist lowest unemploy rate nation centuri point asid mcdonnel bill creat governor mcauliff accur summar statist employ virginia mcdonnel term,true
6697,obama home valu florida collaps construct job lost state high foreclosur rate trend began obama elect analyst driven natur inevit market correct govern polici draw caus effect relationship caus obama presid effect sour hous market worth note declin home valu happen bush watch year florida hous begun appreci homeown florida watch properti valu sink neighbor hous abandon foreclosur know didnt start obama walk white hous theyr year seven grim realiti,barely-true
1738,arizona immigr say polic offic stop appear reason suspici undocu person stephen yale loehr adjunct professor cornel univers agre recip confus said think close read view expert contact allow draw conclus gutierrez statement say polic offic stop appear reason suspici undocu person fairli accur entir appear provid signific latitud enforc offic arizona question peopl immigr statu pretext basic broken taillight say ground base race ethnic,mostly-true
7425,time histori debt higher world hard dollar close current trillion debt larger point histori debt ratio tell differ stori current ratio percent nation highest cote note way percent level reach world cote unspecif compar today debt exact world august follow note debt remain higher year today,mostly-true
10039,cost health care singl biggest factor drive feder budget deficit obama saidth cost health care singl biggest factor drive feder budget deficit recent lower project long term deficit specif cite health care cost main reason afford care necessarili primari caus calcul said project lower year health care spend rise short term ad deficit,mostly-true
2166,recess consum nativ pervers begun save save rate percent surfac fact tend support broad version paradox thrift jump household save rate harm econom growth short acknowledg differ opinion economist view impact save rate growth recess core factual assert save rate climb recess correct,true
1978,suprem court nomine forthcom confirm hear think import question difficult question elect contest arguabl polit branch resolv happen court involv hard think import question democrat mayb tougher rule statement kagan walk previou posit suprem court nomine comment nomin hear indic answer question previous said permiss desir,false
3005,say homeless veteran censu bureau statist extrapol percentag male veteran percent mcghee come figur homeless male veteran slightli total number adult homeless peopl calcul januari night survey,barely-true
9165,say charli crist support cut medicar advantag program republican parti florida said crist support cut medicar advantag program crist flip flop issu includ feder health care oppos afford care support tri bring futur health care cost reduc medicar advantag payment issu medicar advantag crist actual consist critic medicar advantag cut year specif said oppos reduct oppos today crist doesnt appear come way save money health care reduc payment medicar advantag,false
2109,think unaccept chines today larger wind power solar panel photovolta manufactur europ forget unit state china ad renew power capac countri world accord worldwatch institut ferr point manufactur sentinel editori board statement china larger europ unit state manufactur wind solar power equip correct photovolta wind,half-true
10053,say scott brown sponsor legisl employ deni woman coverag birth control shaheen said brown sponsor legisl employ deni woman coverag birth control amend brown support written loos allow religi conscienc birth control issu longstand polici debat religi moral ground,true
9613,point life woman birth control serf skew number point make rate happ said point life woman birth control clear argu contracept widespread import woman risk get pregnant,half-true
3146,past year egypt great stride polit democrat reform meaning polit space rule littl support ambassador statement egypt road econom polit democrat reform year achiev great stride regard thing improv particularli area press freedom hardli great stride fact govern continu arrest journalist polic brutal widespread rule parti maintain firm control,false
8755,attent paid week chri christi make coverag benghazi pale signific rove said coverag christi pale signific coverag benghazi news attack benghazi broke coverag widespread continu congression hear coverag question administr narr respons attack christi occupi convers rel slow news week benghazi garner signific coverag height presidenti elect outcom report didnt unearth conspiraci conserv alleg hope like come republican continu news insinu mainstream medium ignor attack put christi ringer go,false
9989,say steve southerland vote shutdown go graham said southerland vote shutdown go refer vote southerlandcast bipartisan senat fund govern end shutdown time reach hous floor clear lawmak vote effect decid shutdown republican join southerland vote shutdown continu regardless southerland person feel shutdown graham focus attack vote vote clear end shutdown,true
2044,rick perri texa import nurs countri center said meet demand regist nurs number graduat need tripl level peopl graduat texa nurs school turn away qualifi applic primarili school lack suffici faculti center report upshot white correct texa import nurs abroad impli perri blame disregard governor effort address shortag exist governor persist despit effort state produc texa train nurs,half-true
11657,feder crimin say crime transport dentur state line statement promot repeal consid unnecessari law congressman didnt mention,mostly-true
11131,built prison day mass incarcer explos nonviol offend booker said built prison day mass incarcer explos nonviol offend booker right prison built day period signific rise incarcer rate nonviol offend took place longer time period post indic,mostly-true
767,mccain plan provid virtual middl class gener exempt depend lower rate incom level reduc elimin taxpay exposur,barely-true
10263,austin burden fastest grow increas major citi nation skagg said austin fastest grow increas major citi nation largest citi austin appear fastest growth properti bite median valu home reason specul local taxpay feel pinch skagg didnt provid sign austin rank growth countri major citi,false
1969,phoenix arizona kidnap capit world fact expert advis rank base avail inform specul citi prove kidnap arizona capit confirm phoenix,false
10386,belong perri said member perri member screen actor guild,true
2020,insur commission squat health care word squat diddli squat,mostly-true
4264,say poll republican candid beat barack obama texa point june poll told romney perform better texa republican obama contrari statement republican best candid poll margin error romney hardli republican state democrat presidenti nomine carri texa,half-true
6359,presid ronald reagan sent troop conflict circumst grenada peacekeep set lebanon romney said stay conflict set reagan grenada romney lebanon separ categori peacekeep set record show multipl militari engag larg loss life lebanon reagan wari actual troop stick romney suggest romney think long term deploy spoke american soldier place conflict set place,barely-true
8931,say david jolli support privat social secur democrat jolli support privat social secur paraphras statement privat account tabl discuss futur reform point fact jolli meet ryan discu program jolli say clear stand social secur dont think appar say privat account option doesnt denot advocaci willing explor option option jolli favor isnt clear set kind benefit guarante peopl qualifi social secur current receiv payment said privat account list potenti fix consid democrat attempt sound like percent idea dont offer proof paraphras statement,barely-true
9213,know popul growth lowest great depress sarvi said popul growth lowest level great depress,true
7599,averag student florida actual pocket major univers tuition spend cellphon weatherford defend tuition hike leader state univers say student spend cellphon actual pocket major univers tuition point accur compar averag pocket cost school averag cellphon caveat rememb talk tuition cost involv student degre cash pay famili compris major comparison littl student pay tuition averag cellphon spend tuition depend univers florida public univers student receiv merit need base financi tuition fee,mostly-true
7258,american die gunfir die war countri histori,true
7128,foreclosur effect mean high face foreclosur million famili modifi mortgag short sale lender nation associ realtor wrote million american face hefti congress extend possibl mortgag forgiv debt relief isnt extend realtor estim impact quarter transact target percentag home foreclosur short sale associ action addit debt borrow write,mostly-true
5667,florida depart agricultur websit permit carri load hidden leav hous gross presid bradi campaign prevent violenc said florida depart agricultur websit peopl permit carri load hidden leav hous fingerprint requir applic process gross distinct statement think overal messag clear tri convey easi permit home requir peopl receiv firearm train fingerprint enforc element typic requir peopl leav home,false
4170,atlanta streetcar expect creat job construct total job year fact estim job construct line plu job year longer streetcar expert think remain job produc materi need build line product worker purchas earn employe busi streetcar bring surround neighborhood mean feder transit administr announc streetcar project creat estim job construct total year gave misleadingli high impress actual posit need construct public offici exagger number job creat project poiltifact georgia turn heat,pants-fire
10072,rais minimum wage hour help lift million american poverti grime said rais minimum wage hour lift million american poverti report site actual put figur slightli million grime campaign later said misspok check candid tell voter time stat grime actual said close ball,mostly-true
10624,say secretari state john kerri senat flew managua communist dictat daniel ortega accus reagan administr engag terror mcconnel said secretari state john kerri senat flew managua communist dictat daniel ortega accus reagan administr engag terror arent compar kerri nicaraguan visit recent republican senat letter iran leadership,mostly-true
13142,nato open major terror divis sure go credit larg say critic nato trump said nato open major terror divis sure go credit larg say critic nato chang appar refer creation senior post divis coordin intellig share recent increment chang allianc handl counter terror topic address way small year expert said chang typic requir longer gestat period member nation board,false
338,obama percent prochoic rate plan parenthood action fund similarli gave obama perfect score congression scorecard earn percent record vote year state senat accord sutherland presid illinoi plan parenthood council neutral presidenti race group endors candid vote favor abort right said,true
7848,gina raimondo took offic invest fee state pension portfolio gone million annual million frank caprio said gina raimondo took offic invest fee state pension portfolio gone million annual million state record blush number million million money close clear caprio given complet account expens fiscal,half-true
2820,feder debt grow billion upshot think reason paus perri research team land march time estim govern record trillion debt fiscal year break billion note figur ratchet persuad case pay closer attent shift ratio debt regardless perri calcul target,true
4456,presid barack obama job state longer teacher firefight polic offic specifi bulk money job administr cost,half-true
7796,teacher teacher today year virginia data sole focus teacher best statist avail state instruct staff includ teacher librarian guidanc counselor technolog instructor school year older teach corp move retir close speed mcauliff describ,false
7467,third wisconsinit receiv unemploy check requir search work current work search exempt rate walker said third wisconsinit receiv unemploy check requir search work current work search exempt statement accur need addit inform vast major unemploy insur recipi arent requir look work expect work rel soon job laid,mostly-true
8654,presid obama health care reform premium averag plan famili didnt year gone year obamacar help rais kept premium remain larg unknown rate johnson said obama health care premium averag plan famili year gone year johnson correct year afford care total averag premium employ provid famili insur risen year,half-true
9492,investig liber group group progress basic look everybodi brazil said look everybodi includ liber group progress group progress group exempt statu applic flag review nonprofit group engag polit activ wasnt degre parti conserv group result action list target parti group result delay process case last year inquiri donor inspector gener parti group systemat singl offic wide effort progress group,half-true
6895,say obama promis unemploy percent ryan said obama administr promis unemploy percent council econom advis predict stimulu hold level,barely-true
10423,economi creat job fastest pace obama said economi creat job fastest pace current job recoveri isnt perfect obama correct fastest,true
6767,presid obama decid meet prime minist benjamin netanyahu york hasner said presid obama decid meet prime minist benjamin netanyahu york obama york monday tuesday wednesday jewish holiday kippur netanyahu york thursday friday obama campaign virginia thursday schedul friday releas meet netanyahu didnt obama schedul presid unit state determin schedul white hous confirm schedul conflict prevent meet refus meet netanyahu york level decis,mostly-true
11043,major state marri freeli fire love mean state major explicit law protect worker discrimin base sexual orient rate pocan said major state marri freeli fire love feder explicitli protect discrimin agenc task enforc interpret feder protect includ sexual orient state law,mostly-true
4357,oregon rep peter defazio earl blumenau socialist openli serv congress misinform smear campaign polit life,pants-fire
162,rudi giuliani probabl underqualifi georg bush seek presid year attorney york prosecut figur wall street titan contrast biden fellow democrat john edward year experi senat barack obama senat illinoi senat biden rhetor back fact ignor giuliani consider experi attorney mayor nation largest citi,pants-fire
10768,half presid governor half senat cruz said half presid governor half senat governor good late compris percent presid percent senat overlook cruz presid click politifact rate select fact check updat april amend headlin close line fact check clarifi check precis cruz said,false
12593,britain vote leav european union hour american lost billion britain vote leav european union hour american lost billion clinton said expert told clinton calcul reason approxim loss asset amid market turmoil follow brexit vote said loss like imperman account long term invest design withstand brief shock like,mostly-true
8164,medicaid spend declin percent second declin year make larger point medicaid cost increas rapidli predict higher feder govern warn spend go rise sharpli year,mostly-true
6520,say texa constabl die line duti settl precis constabl die line duti year ultim agreement agenc overse capitol memori outsid research total death,true
9500,rick scott cost prepaid colleg tuition nearli republican parti florida state rick scott cost prepaid colleg tuition nearli figur come project prepaid colleg tuition board anticip newborn lump plan declin,mostly-true
4629,citi columbu save million year employe contribut guarante check pension yost precis slightli compel simpli note columbu save million year fact dispatch refer save reader fulli inform acknowledg coleman effort reduc pickup yost implic save materi need point clarif addit inform,mostly-true
1593,florida shut krakow scam refund million josephin victim passinissi said call wrote sink directli enclos document illustr problem passinissi happi sink credit wrote rememb impress said dont worri sent person deposit fact passinissi said sink overse depart financi servic investig complaint arrang peopl passinissi recoup money,true
10560,woman get scienc degre factor plu clinton said woman get scienc degre factor plu differ number ratio cite pretti close correct share scienc degre earn woman peak fallen,mostly-true
7555,forc want taxpay fund fantasi footbal leagu money stake wouldnt come taxpay nonappropri fund gener forc club activ design boost moral,false
6777,barack hussein obama forc court accept islam sharia domest disput govern said obama america forc court accept islam sharia domest disput idea run counter constitut separ power individu protect defin right,pants-fire
